613518.9655,5842717.3827,613491.91721746,5842739.33690089,613491.91721746,5842739.33690089
613497.6373,5842742.7328,613491.91721746,5842814.32359725,613510.63083009,5842714.32359725
613487.3389,5842735.1765,613504.49162635,5842811.85330564,613504.49162635,5842711.85330564
613503.6702,5842711.6545,613504.49162635,5842734.23940643,613488.00336918,5842734.23940643
