613482.291,5857101.58 
613475.016259474,5842731.00783932
613476.16735688,5842733.41356777
613486.118309043,5842726.25918105
613482.291437595,5842720.92729198
613474.016259474,5842731.00783932
613476.16735688,5842735.41356777
613487.118309043,5842727.25918105
613485.118309043,5842726.25918105
613482.291437595,5842721.92729198
613475.016259474,5842731.00783932
613476.16735688,5842733.41356777
613486.118309043,5842726.25918105
613482.291437595,5842720.92729198
613474.016259474,5842731.00783932
613476.16735688,5842735.41356777
613487.118309043,5842727.25918105
