613501.7467386834,5842715.509831977
613489.1212429209,5842734.029393145
613499.4406182053,5842740.535053809
613512.4652709399,5842722.877833317
613501.9527580438,5842715.651451266
613489.3327246215,5842734.1627179
613499.2291365047,5842740.401729054
613512.2592515795,5842722.736214028
613502.1587774041,5842715.793070556
613489.5442063222,5842734.296042656
613499.017654804,5842740.268404298
613512.0532322192,5842722.594594738
613502.3647967645,5842715.934689845
613489.7556880228,5842734.429367411
613498.8061731034,5842740.135079543
613511.8472128588,5842722.452975449
613502.5708161248,5842716.076309134
613489.9671697235,5842734.562692166
613498.5946914027,5842740.001754788
613511.6411934985,5842722.31135616
613502.7768354851,5842716.217928424
613490.1786514241,5842734.696016922
613498.3832097021,5842739.868430032
613511.4351741382,5842722.169736871
613502.9828548455,5842716.359547713
613490.3901331248,5842734.829341677
613498.1717280014,5842739.735105277
613511.2291547778,5842722.028117581
613503.1888742058,5842716.501167002
613490.6016148254,5842734.962666432
613497.9602463008,5842739.601780522
613511.0231354175,5842721.886498292
613503.3948935661,5842716.642786291
613490.8130965261,5842735.095991188
613497.7487646001,5842739.468455766
613510.8171160572,5842721.744879003
613503.6009129265,5842716.784405581
613491.0245782267,5842735.229315943
613497.5372828995,5842739.335131011
613510.6110966968,5842721.603259713
613503.8069322868,5842716.92602487
613491.2360599274,5842735.362640698
613497.3258011988,5842739.201806256
613510.4050773365,5842721.461640424
