AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,GV.ToEndPoint,GVQual,AveErr,ErrDeg
'49,'0,121.87852329422009,120.25872466319008,121.11812304570006,119.60924686108184,110.0,110.0,220.0,205.0, -0.005,0,0,49,32.2,0,0,0
'49,'0,121.87852329422009,120.25872466319008,121.11812304570006,119.60924686108184,110.0,110.0,220.0,205.0, -0.005,0,0,49,32.2,0,0,0
'49,'0,121.87852329422009,120.25872466319008,121.11812304570006,119.60924686108184,110.0,110.0,220.0,205.0, -0.005,0,0,49,32.2,0,0,0
'49,'0,121.87852329422009,120.25872466319008,121.11812304570006,119.60924686108184,110.0,110.0,220.0,205.0, -0.005,0,0,49,32.2,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.25693282732415,120.5855328963254,121.49547783581144,119.9372763755771,110.0,110.0,220.0,205.0, -0.007,1,0,49,32.0,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,122.63534236042818,120.9123411294607,121.87283262592283,120.26530589007236,110.0,110.0,220.0,205.0, -0.009,1,1,49,31.9,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.01375189353226,121.23914936259604,122.25018741603421,120.59333540456761,110.0,110.0,220.0,205.0, -0.01,1,1,49,31.8,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.39216142663629,121.56595759573135,122.62754220614559,120.92136491906287,110.0,110.0,220.0,205.0, -0.012,1,1,49,31.7,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,123.77057095974035,121.89276582886667,123.00489699625697,121.24939443355812,110.0,110.0,220.0,205.0, -0.014,1,1,49,31.5,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.14898049284442,122.219574062002,123.38225178636836,121.57742394805338,110.0,110.0,220.0,205.0, -0.015,1,1,49,31.4,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.52739002594846,122.5463822951373,123.75960657647974,121.90545346254864,110.0,110.0,220.0,205.0, -0.017,1,1,49,31.3,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,124.90579955905253,122.87319052827263,124.13696136659112,122.23348297704389,110.0,110.0,220.0,205.0, -0.018,1,1,49,31.2,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.28420909215659,123.19999876140797,124.5143161567025,122.56151249153915,110.0,110.0,220.0,205.0, -0.02,1,1,49,31.0,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'50,'1,125.66261862526062,123.52680699454326,124.89167094681389,122.8895420060344,110.0,110.0,220.0,205.0, -0.022,1,1,49,30.9,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'51,'2,126.0410281583647,123.8536152276786,125.26902573692527,123.21757152052966,110.0,110.0,220.0,205.0, -0.023,2,1,49,30.8,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.41940137216265,124.18039209414047,125.65204795848476,123.53896532537293,110.0,110.0,220.0,205.0, -0.016,0,2,50,30.7,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'50,'0,126.79777458596061,124.50716896060234,126.03507018004424,123.8603591302162,110.0,110.0,220.0,205.0, -0.009,0,0,50,30.6,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.17614779975857,124.83394582706421,126.41809240160373,124.18175293505946,110.0,110.0,220.0,205.0, -0.002,-1,0,50,30.4,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, -0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'49,'-1,127.55452101355654,125.1607226935261,126.80111462316322,124.50314673990273,110.0,110.0,220.0,205.0, 0.005,-1,-1,50,30.3,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
'48,'-2,127.9328942273545,125.48749955998798,127.1841368447227,124.824540544746,110.0,110.0,220.0,205.0, 0.012,-2,-1,50,30.2,0,0,0
