1,613476.93313589,5842731.96619707,613485.118309043,5842726.25918105,4,
2,613476.716255595,5842732.09096666,613482.291437595,5842721.92729198,1,5842726.48162869
3,613476.488552649,5842732.19693624,613474.016259474,5842731.00783932,2,
4,613476.260417033,5842732.32144313,613476.16735688,5842733.41356777,3,
5,613476.066047456,5842732.44673816,613485.118309043,5842726.25918105,,
6,613475.860422547,5842732.5717705,613482.291437595,5842721.92729198,,
7,613475.688130996,5842732.71612827,613474.016259474,5842731.00783932,,
8,613475.505016791,5842732.84168604,613476.16735688,5842733.41356777,,
9,613475.355668619,5842732.96803194,,,,
10,613475.240519152,5842733.07662867,,,,
11,613475.147015021,5842733.22282543,,,,
12,613475.07645425,5842733.3510103,,,,
13,613474.994638143,5842733.47893247,,,,
14,613474.924510054,5842733.58858004,,,,
15,613474.876459973,5842733.71729033,,,,
16,613474.829275243,5842733.80892602,,,,
17,613474.793345853,5842733.90082441,,,,
18,613474.768239129,5842734.01152282,,,,
19,613474.743132406,5842734.12222123,,,,
20,613474.718025684,5842734.23291963,,,,
21,613474.726684976,5842734.34440616,,,,
22,613474.780798293,5842734.43840622,,,,
23,613474.811968257,5842734.55041817,,,,
24,613474.854393558,5842734.66269282,,,,
25,613474.896818856,5842734.77496748,,,,
26,613474.973875513,5842734.85095565,,,,
27,613475.0842655,5842734.94626925,,,,
28,613475.172144811,5842735.04105744,,,,
29,613475.271279455,5842735.13610834,,,,
30,613475.348336099,5842735.21209652,,,,
31,613475.425392742,5842735.2880847,,,,
32,613475.503314736,5842735.32699828,,,,
33,613475.592492065,5842735.36617456,,,,
34,613475.66998138,5842735.42362544,,,,
35,613475.760024062,5842735.42572712,,,,
36,613475.861754759,5842735.40955421,,,,
37,613475.952230121,5842735.3931186,,,,
38,613476.077336849,5842735.3403965,,,,
39,613476.190755565,5842735.30594901,,,,
40,613476.338372969,5842735.25375235,,,,
41,613476.463912386,5842735.18249296,,,,
42,613476.566075773,5842735.14778276,,,,
43,613476.657849188,5842735.07573525,,,,
44,613476.761743306,5842734.96687584,,,,
45,613476.898538074,5842734.89587917,,,,
46,613477.013254855,5842734.80581979,,,,
47,613477.128837007,5842734.6786858,,,,
48,613477.243986482,5842734.57008911,,,,
49,613477.370391299,5842734.46175514,,,,
50,613477.496363437,5842734.37195848,,,,
51,613477.645711627,5842734.24561264,,,,
52,613477.7833718,5842734.13754139,,,,
53,613477.898953988,5842734.01040742,,,,
54,613478.025358834,5842733.90207347,,,,
55,613478.163019025,5842733.79400223,,,,
56,613478.324055277,5842733.64938183,,,,
57,613478.472970821,5842733.54157332,,,,
58,613478.599375693,5842733.43323938,,,,
59,613478.74829125,5842733.32543088,,,,
60,613478.875561512,5842733.18002235,,,,
61,613479.058675797,5842733.0544647,,,,
62,613479.219712099,5842732.90984433,,,,
63,613479.381181103,5842732.74668666,,,,
64,613479.530962084,5842732.60180357,,,,
65,613479.680743073,5842732.45692049,,,,
66,613479.864722792,5842732.29428827,,,,
67,613480.037014486,5842732.14993064,,,,
68,613480.18636281,5842732.02358488,,,,
69,613480.324455797,5842731.89697641,,,,
70,613480.473804135,5842731.77063065,,,,
71,613480.634840521,5842731.62601032,,,,
72,613480.795876917,5842731.48139,,,,
73,613480.956480625,5842731.35530699,,,,
74,613481.117084342,5842731.22922397,,,,
75,613481.278553464,5842731.06606636,,,,
76,613481.428334551,5842730.92118334,,,,
77,613481.60019364,5842730.79536307,,,,
78,613481.749542045,5842730.66901735,,,,
79,613481.910578506,5842730.52439706,,,,
80,613482.048238878,5842730.41632594,,,,
81,613482.19845271,5842730.25290563,,,,
82,613482.370744546,5842730.10854808,,,,
83,613482.543469095,5842729.94565324,,,,
84,613482.727016299,5842729.80155843,,,,
85,613482.865542119,5842729.65641272,,,,
86,613483.026578646,5842729.51179247,,,,
87,613483.187615182,5842729.36717222,,,,
88,613483.348651728,5842729.22255198,,,,
89,613483.532198984,5842729.0784572,,,,
90,613483.681547491,5842728.95211155,,,,
91,613483.819640655,5842728.82550317,,,,
92,613483.969421886,5842728.68062022,,,,
93,613484.142146538,5842728.51772543,,,,
94,613484.30318314,5842728.37310522,,,,
95,613484.441709046,5842728.22795955,,,,
96,613484.568546898,5842728.10108846,,,,
97,613484.674172184,5842727.91808001,,,,
98,613484.79062012,5842727.75387159,,,,
99,613484.907068062,5842727.58966317,,,,
100,613484.979360021,5842727.38732923,,,,
101,613485.039098493,5842727.24034445,,,,
102,613485.065503617,5842727.07403419,,,,
103,613485.070263456,5842726.87012386,,,,
104,613485.085845938,5842726.68501356,,,,
105,613485.11311649,5842726.48162869,,,,
106,613485.118309043,5842726.25918105,,,,
107,613485.089735524,5842726.03594522,,,,
108,613485.026963216,5842725.83045849,,,,
109,613485.020034981,5842725.64482273,,,,
110,613484.979340669,5842725.45839878,,,,
111,613484.939079066,5842725.25343752,,,,
112,613484.875874027,5842725.0664881,,,,
113,613484.801413624,5842724.87927595,,,,
114,613484.715697854,5842724.69180108,,,,
115,613484.641237437,5842724.50458893,,,,
116,613484.544266292,5842724.31685133,,,,
117,613484.468940443,5842724.16671379,,,,
118,613484.359848502,5842724.01578807,,,,
119,613484.27326728,5842723.8653878,,,,
120,613484.164608035,5842723.69592478,,,,
121,613484.09014758,5842723.50871265,,,,
122,613483.992743684,5842723.33951236,,,,
123,613483.883219002,5842723.20712395,,,,
124,613483.785382385,5842723.05646097,,,,
125,613483.665900446,5842722.86819792,,,,
126,613483.590574545,5842722.7180604,,,,
127,613483.470659883,5842722.54833467,,,,
128,613483.360702463,5842722.43448357,,,,
129,613483.250745036,5842722.32063248,,,,
130,613483.118276873,5842722.20625594,,,,
131,613483.007886732,5842722.11094216,,,,
132,613482.92000732,5842722.01615383,,,,
133,613482.831262497,5842721.95844011,,,,
134,613482.708318869,5842721.91847552,,,,
135,613482.60745327,5842721.89757368,,,,
136,613482.50658767,5842721.87667185,,,,
137,613482.404856666,5842721.89284462,,,,
138,613482.291437595,5842721.92729198,,,,
139,613482.210919223,5842721.99960212,,,,
140,613482.118712787,5842722.09018683,,,,
141,613482.026939054,5842722.16223425,,,,
142,613481.911789192,5842722.27083083,,,,
143,613481.819582766,5842722.36141555,,,,
144,613481.726943644,5842722.47053758,,,,
145,613481.633871827,5842722.59819691,,,,
146,613481.541665412,5842722.68878164,,,,
147,613481.426515573,5842722.79737823,,,,
148,613481.323053801,5842722.88770024,,,,
149,613481.242102762,5842722.97854769,,,,
150,613481.161151725,5842723.06939515,,,,
151,613481.079767995,5842723.17877992,,,,
152,613480.987128905,5842723.28790196,,,,
153,613480.894489819,5842723.397024,,,,
