613484.491890733,5842713.19042575
613472.134510888,5842730.60027821
613479.275913663,5842736.41957221
613491.228938566,5842720.00860444
613484.669181466,5842713.36985151
613472.327521774,5842730.75755643
613479.468924549,5842736.57685042
613491.228938566,5842720.00860444
613484.846472198,5842713.54927726
613472.52053266,5842730.91483465
613479.661935435,5842736.73412864
613491.406229298,5842720.1880302
613484.846472198,5842713.54927726
613472.52053266,5842730.91483465
613479.854946321,5842736.89140685
613491.583520031,5842720.36745595
613485.023762931,5842713.72870302
613472.713543545,5842731.07211286
613480.047957207,5842737.04868507
613491.760810763,5842720.5468817
613485.201053663,5842713.90812877
613472.906554431,5842731.22939108
613480.240968092,5842737.20596329
613491.938101496,5842720.72630746
613485.378344396,5842714.08755453
613473.099565317,5842731.38666929
613480.433978978,5842737.3632415
613492.115392228,5842720.90573321
