613491.91721746,5842739.33690089
613510.63083009,5842714.32359725
613504.49162635,5842711.85330564
613488.00336918,5842734.23940643
613491.764968269,5842739.13860771
613510.398901731,5842714.23027396
613504.723554709,5842711.94662893
613488.155618371,5842734.43769961
613491.612719078,5842738.94031454
613510.166973371,5842714.13695067
613504.955483069,5842712.03995222
613488.307867562,5842734.63599278
613491.460469887,5842738.74202136
613509.935045012,5842714.04362738
613505.187411428,5842712.13327551
613488.460116753,5842734.83428596
613491.308220696,5842738.54372818
613509.703116653,5842713.9503041
613505.419339788,5842712.22659879
613488.612365944,5842735.03257914
613491.155971505,5842738.34543501
613509.471188293,5842713.85698081
613505.651268147,5842712.31992208
613488.764615135,5842735.23087231
613491.003722314,5842738.14714183
613509.239259934,5842713.76365752
613505.883196506,5842712.41324537
613488.916864326,5842735.42916549
613490.851473123,5842737.94884865
613509.007331574,5842713.67033423
613506.115124866,5842712.50656866
613489.069113517,5842735.62745867
613490.699223932,5842737.75055548
613508.775403215,5842713.57701094
613506.347053225,5842712.59989195
613489.221362708,5842735.82575184
613490.546974741,5842737.5522623
613508.543474856,5842713.48368765
613506.578981584,5842712.69321524
613489.373611899,5842736.02404502
613490.394725551,5842737.35396913
613508.311546496,5842713.39036436
613506.810909944,5842712.78653852
613489.52586109,5842736.2223382
613490.242476359,5842737.15567595
613508.079618137,5842713.29704108
613507.042838303,5842712.87986181
613489.678110281,5842736.42063137
613490.090227169,5842736.95738277
613507.847689778,5842713.20371779
613507.274766662,5842712.9731851
613489.830359472,5842736.61892455
613489.937977978,5842736.7590896
613507.615761418,5842713.1103945
613507.506695022,5842713.06650839
613489.982608663,5842736.81721772
613490.090227169,5842736.95738277
613507.383833059,5842713.01707121
613507.738623381,5842713.15983168
613489.830359472,5842736.61892455
613497.90518758,5842743.98593497
613525.19272446,5842708.92392852
613520.77424362,5842706.96174821
613494.14921488,5842741.16621824
613497.705257538,5842743.83584174
613524.964241089,5842708.82246252
613521.002726991,5842707.06321421
613494.349144922,5842741.31631147
613497.505327497,5842743.68574851
613524.735757717,5842708.72099652
613521.231210363,5842707.16468021
613494.549074963,5842741.4664047
613497.305397455,5842743.53565527
