613510.7022,5842714.3778,613510.7022,5842714.3778
613492.444,5842738.5109,613492.444,5842738.5109
613488.1108,5842734.2374,613488.1108,5842734.2374
613503.7275,5842711.7958,613503.7275,5842711.7958
613510.7022,5842714.3778,613492.444,5842738.5109
,,,
613492.444,5842738.5109,,
,,,
613493.9753,5842740.0211,,
613520.8733,5842707.1345,,
613525.3383,5842709.9567,,
613497.3234,5842743.2845,,
613493.9753,5842740.0211,,
,,,
613497.3234,5842743.2845,,
613509.9702,5842728.5201,,
613515.5446,5842732.1525,,
613505.0735,5842747.695,,
613497.3234,5842743.2845,,
,,613529.164489396,5842711.8878135
,,613528.006672279,5842711.16042639
,,613527.278503451,5842710.38390619
,,613526.461369369,5842709.74237402
,,613525.300642045,5842708.90808656
,,613524.434382104,5842708.33032355
,,613523.21227332,5842707.54449584
,,613521.893173661,5842707.04926727
,,613520.613802102,5842706.93129364
,,613519.314362988,5842707.35443608
,,613518.342249479,5842708.07864173
,,613517.191937316,5842708.79497728
,,613516.016591222,5842709.59474832
,,613514.879150265,5842710.40616217
,,613513.848952436,5842711.33674344
,,613512.853170956,5842712.36568785
,,613511.793558927,5842713.40816551
,,613511.023758568,5842714.05289098
,,613509.832920321,5842713.80882461
,,613508.871699419,5842713.3623886
,,613507.570833679,5842712.84830032
,,613506.257975526,5842712.19185928
,,613504.938365708,5842711.84871214
,,613503.539953782,5842711.99152239
,,613502.645293265,5842712.65429267
,,613501.702021528,5842713.14176808
,,613500.968954466,5842713.84837363
,,613500.233595741,5842714.90881028
,,613499.655317618,5842715.75776429
,,613498.830066897,5842716.67458584
,,613498.068675971,5842717.93361418
,,613497.339276686,5842719.19709897
,,613496.587574559,5842720.42704882
,,613495.77485147,5842721.66596078
,,613494.939093919,5842722.86408726
,,613494.073180697,5842724.01773802
,,613493.22739325,5842725.16314147
,,613492.631840495,5842726.00928181
,,613491.79019194,5842727.12213867
,,613491.210310314,5842727.9385982
,,613490.80946554,5842729.09846926
,,613489.887374361,5842729.93791457
,,613489.151099761,5842731.16321779
,,613488.509128425,5842732.43968763
,,613488.016170036,5842733.7826972
,,613488.268530593,5842735.0325626
,,613488.893260276,5842736.24104247
,,613489.706974306,5842737.34264962
,,613490.440223142,5842738.19106121
,,613491.54429173,5842739.07891809
,,613492.593000783,5842739.93580706
,,613493.760416723,5842740.57512426
,,613494.525958626,5842741.44395064
,,613495.696029433,5842742.32166447
,,613496.816290335,5842743.14776683
,,613497.905187578,5842743.98593497
,,613499.055123172,5842744.8674455
,,613500.160257621,5842745.70951725
,,613501.246511229,5842746.26533294
,,613502.424856429,5842747.10688875
,,613503.146257477,5842747.95131631
,,613504.314864608,5842748.53465082
,,613505.462944414,5842749.27849786
,,613506.587534658,5842749.97208971
,,613507.742240964,5842750.62502425
,,613508.910557825,5842751.40402829
,,613509.979945268,5842750.44412898
,,613510.653682928,5842749.40859244
,,613511.418124919,5842748.20694878
,,613512.256415231,5842747.04022934
,,613513.03121289,5842745.84847236
,,613513.908360758,5842744.67672529
,,613514.751202014,5842743.51771694
,,613515.3562936,5842742.70685655
,,613516.087608028,5842741.47717537
,,613516.808347198,5842740.26635119
,,613516.516505672,5842739.10162214
,,613516.03734426,5842737.72645763
,,613516.190091691,5842736.37420861
,,613517.047684462,5842735.46129821
,,613517.864974229,5842734.37421409
,,613517.433458654,5842733.38928659
,,613516.265602752,5842732.88460758
,,613515.113135065,5842732.09706923
,,613513.9001693,5842731.25266186
,,613512.713025845,5842730.49361938
,,613511.882716162,5842729.87626453
,,613510.789995439,5842729.04264089
,,613510.702306025,5842727.79179656
,,613511.626340373,5842726.87895269
,,613512.566002024,5842725.81290132
,,613513.462889439,5842724.76050385
,,613514.342157747,5842723.58008898
,,613515.221050171,5842722.48331429
,,613515.821758957,5842721.66734375
,,613516.708500592,5842720.59616253
,,613517.379711948,5842719.8330292
,,613518.341042741,5842718.76025133
,,613519.253086068,5842718.33696587
,,613520.138995215,5842717.8368405
,,613521.345963971,5842717.25017671
,,613522.248518648,5842716.8040424
,,613523.331737886,5842717.48035014
,,613524.461541218,5842718.21617026
,,613525.675343733,5842718.8367325
,,613526.772513076,5842718.66000049
,,613527.51272571,5842717.61859935
,,613528.260553261,5842716.50671051
,,613529.039926414,5842715.30263589
,,613529.779646335,5842714.08465223
,,613530.226648562,5842712.85352699
,,613529.502856884,5842712.00533018
,,613528.71193547,5842711.38425545
,,613527.910078813,5842710.76848972
,,613526.979525098,5842710.10835817
,,613526.100425749,5842709.52584364
,,613525.192724456,5842708.92392852
,,613524.309598795,5842708.37878608
,,613523.426018474,5842707.86757496
,,613522.118836308,5842707.2381559
,,613520.774243617,5842706.96174821
,,613519.423401429,5842707.22306981
,,613518.236638538,5842707.88476652
,,613517.140473297,5842708.55377218
,,613516.010824067,5842709.35461021
,,613514.973569117,5842710.18227384
,,613514.083068495,5842711.24075541
,,613514.293921595,5842712.43048694
,,613515.349579154,5842712.8500096
,,613516.482838704,5842712.27071179
,,613516.751738781,5842711.14318735
,,613516.053740793,5842710.22715496
,,613514.898252857,5842710.09445533
,,613513.980140849,5842710.90783739
,,613513.035948009,5842711.96042865
,,613512.156279531,5842713.07591853
,,613511.464388813,5842713.89513934
,,613510.777939907,5842714.72246269
,,613509.781233838,5842715.84894545
,,613508.931843923,5842716.99889909
,,613508.751028512,5842718.24625649
,,613509.662249647,5842718.89999799
,,613510.878036373,5842718.61085248
,,613511.834167979,5842717.79446263
,,613512.029642335,5842716.58491333
,,613511.210467601,5842715.76064414
,,613509.969870435,5842715.99820495
,,613508.806058871,5842716.64170683
,,613508.05286765,5842717.6989439
,,613507.293448327,5842718.93613098
,,613506.470518675,5842720.1538444
,,613505.888737828,5842720.99845
,,613505.026575,5842722.17462884
,,613504.361303636,5842723.37321011
,,613504.867688177,5842724.33985305
,,613506.039661984,5842724.47052415
