AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,GV.ToEndPoint,GVQual
'-129,'-129,613508.6256864386,5842717.2832369795,613546.6076539411,5842747.696248754,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625991002,5842717.282840172,613546.6060089399,5842747.69435559,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625991002,5842717.282840172,613546.6060089399,5842747.69435559,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6265076117,5842717.282167093,613546.6057015872,5842747.693050094,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6265076117,5842717.282167093,613546.6057015872,5842747.693050094,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6265076117,5842717.282167093,613546.6057015872,5842747.693050094,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6254948481,5842717.283486598,613546.6058747392,5842747.695279828,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6254948481,5842717.283486598,613546.6058747392,5842747.695279828,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6276110562,5842717.280729442,613546.6065284243,5842747.691400138,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6276110562,5842717.280729442,613546.6065284243,5842747.691400138,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6276110562,5842717.280729442,613546.6065284243,5842747.691400138,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6245020841,5842717.284780046,613546.606601998,5842747.69789345,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6245020841,5842717.284780046,613546.606601998,5842747.69789345,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6262035072,5842717.282563304,613546.6063509287,5842747.694178105,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6262035072,5842717.282563304,613546.6063509287,5842747.694178105,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6263857865,5842717.282325816,613546.6063595877,5842747.693807359,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6263857865,5842717.282325816,613546.6063595877,5842747.693807359,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6263857865,5842717.282325816,613546.6063595877,5842747.693807359,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6256157566,5842717.28332907,613546.6072080584,5842747.696052864,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6256157566,5842717.28332907,613546.6072080584,5842747.696052864,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6256157566,5842717.28332907,613546.6072080584,5842747.696052864,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6271665031,5842717.28130864,613546.6042946805,5842747.690606072,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6271665031,5842717.28130864,613546.6042946805,5842747.690606072,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6261030558,5842717.28269418,613546.6045760561,5842747.693023807,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6261030558,5842717.28269418,613546.6045760561,5842747.693023807,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6261030558,5842717.28269418,613546.6045760561,5842747.693023807,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6283392553,5842717.27978069,613546.6085543798,5842747.691447455,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6283392553,5842717.27978069,613546.6085543798,5842747.691447455,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.626963768,5842717.281572778,613546.6047275747,5842747.691358077,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.626963768,5842717.281572778,613546.6047275747,5842747.691358077,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.626963768,5842717.281572778,613546.6047275747,5842747.691358077,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6262839608,5842717.282458482,613546.6075716947,5842747.694948512,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6262839608,5842717.282458482,613546.6075716947,5842747.694948512,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6262839608,5842717.282458482,613546.6075716947,5842747.694948512,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.62730741,5842717.281125056,613546.606182106,5842747.691762999,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.62730741,5842717.281125056,613546.606182106,5842747.691762999,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6266289774,5842717.282008968,613546.6060392464,5842747.693057981,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6266289774,5842717.282008968,613546.6060392464,5842747.693057981,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6266289774,5842717.282008968,613546.6060392464,5842747.693057981,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6277533378,5842717.280544067,613546.6054288704,5842747.690261613,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6277533378,5842717.280544067,613546.6054288704,5842747.690261613,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6261723635,5842717.282603879,613546.6080089185,5842747.695515147,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6261723635,5842717.282603879,613546.6080089185,5842747.695515147,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6261723635,5842717.282603879,613546.6080089185,5842747.695515147,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625352108,5842717.28367257,613546.607969953,5842747.697183504,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625352108,5842717.28367257,613546.607969953,5842747.697183504,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625352108,5842717.28367257,613546.607969953,5842747.697183504,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6264262424,5842717.282273107,613546.6064721408,5842747.693809987,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6264262424,5842717.282273107,613546.6064721408,5842747.693809987,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6276008281,5842717.280742768,613546.606749201,5842747.691590767,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6276008281,5842717.280742768,613546.606749201,5842747.691590767,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6276008281,5842717.280742768,613546.606749201,5842747.691590767,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6270749065,5842717.281427979,613546.6052860109,5842747.691556593,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6270749065,5842717.281427979,613546.6052860109,5842747.691556593,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.625190744,5842717.283882808,613546.6065240807,5842747.696407839,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625190744,5842717.283882808,613546.6065240807,5842747.696407839,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.625190744,5842717.283882808,613546.6065240807,5842747.696407839,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.65,-129,0,0,12.9,4
'-129,'-129,613508.6278542476,5842717.280412594,613546.606208083,5842747.690650759,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6278542476,5842717.280412594,613546.606208083,5842747.690650759,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6278542476,5842717.280412594,613546.606208083,5842747.690650759,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6269735374,5842717.28156005,613546.6055024578,5842747.691932599,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6269735374,5842717.28156005,613546.6055024578,5842747.691932599,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6266187497,5842717.282022294,613546.606260023,5842747.693248611,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
'-129,'-129,613508.6266187497,5842717.282022294,613546.606260023,5842747.693248611,613492.197131935,5842738.68759906,613509.606403948,5842716.00548411, 48.64,-129,0,0,12.9,4
