AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,GV.ToEndPoint,GVQual,Currentx1,Ccurrenty1
'161,'161,613503.902872091,5842734.25991706,613503.563982292,5842735.26369954,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,32.9,4,613503.563982292,5842735.26369954
'162,'162,613504.175666312,5842733.91000116,613503.843874415,5842734.91931717,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,32.4,4,613503.843874415,5842734.91931717
'162,'162,613504.175666312,5842733.91000116,613503.843874415,5842734.91931717,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,32.4,4,613503.843874415,5842734.91931717
'162,'162,613504.175666312,5842733.91000116,613503.843874415,5842734.91931717,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,32.4,4,613503.843874415,5842734.91931717
'161,'161,613504.449576938,5842733.55865324,613504.10645491,5842734.55913628,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,32,4,613504.10645491,5842734.55913628
'161,'161,613504.449576938,5842733.55865324,613504.10645491,5842734.55913628,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,32,4,613504.10645491,5842734.55913628
'161,'161,613504.449576938,5842733.55865324,613504.10645491,5842734.55913628,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,32,4,613504.10645491,5842734.55913628
'162,'162,613504.699490811,5842733.2380862,613504.368343097,5842734.24790441,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,31.6,4,613504.368343097,5842734.24790441
'162,'162,613504.699490811,5842733.2380862,613504.368343097,5842734.24790441,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,31.6,4,613504.368343097,5842734.24790441
'161,'161,613504.973882444,5842732.88612129,613504.625858733,5842733.88278298,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,31.2,4,613504.625858733,5842733.88278298
'161,'161,613504.973882444,5842732.88612129,613504.625858733,5842733.88278298,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,31.2,4,613504.625858733,5842733.88278298
'161,'161,613504.973882444,5842732.88612129,613504.625858733,5842733.88278298,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,31.2,4,613504.625858733,5842733.88278298
'162,'162,613505.257601662,5842732.52219179,613504.931374205,5842733.53584582,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,162,0,0,30.7,4,613504.931374205,5842733.53584582
'162,'162,613505.257601662,5842732.52219179,613504.931374205,5842733.53584582,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,162,0,0,30.7,4,613504.931374205,5842733.53584582
'163,'163,613505.524963812,5842732.17924367,613505.210677841,5842733.20220728,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,30.3,4,613505.210677841,5842733.20220728
'163,'163,613505.524963812,5842732.17924367,613505.210677841,5842733.20220728,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,30.3,4,613505.210677841,5842733.20220728
'163,'163,613505.524963812,5842732.17924367,613505.210677841,5842733.20220728,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,30.3,4,613505.210677841,5842733.20220728
'163,'163,613505.82295165,5842731.79701166,613505.505807965,5842732.8177474,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,29.8,4,613505.505807965,5842732.8177474
'163,'163,613505.82295165,5842731.79701166,613505.505807965,5842732.8177474,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,29.8,4,613505.505807965,5842732.8177474
'162,'162,613506.083724518,5842731.46251568,613505.756596656,5842732.47546776,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,29.4,4,613505.756596656,5842732.47546776
'162,'162,613506.083724518,5842731.46251568,613505.756596656,5842732.47546776,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,29.4,4,613505.756596656,5842732.47546776
'162,'162,613506.083724518,5842731.46251568,613505.756596656,5842732.47546776,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,29.4,4,613505.756596656,5842732.47546776
'161,'161,613506.362214906,5842731.10529325,613506.018177365,5842732.10506256,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,29,4,613506.018177365,5842732.10506256
'161,'161,613506.362214906,5842731.10529325,613506.018177365,5842732.10506256,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,29,4,613506.018177365,5842732.10506256
'162,'162,613506.627466641,5842730.76505218,613506.302026626,5842731.7793201,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,162,0,0,28.6,4,613506.302026626,5842731.7793201
'162,'162,613506.627466641,5842730.76505218,613506.302026626,5842731.7793201,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,162,0,0,28.6,4,613506.302026626,5842731.7793201
'162,'162,613506.627466641,5842730.76505218,613506.302026626,5842731.7793201,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,162,0,0,28.6,4,613506.302026626,5842731.7793201
'162,'162,613506.914766255,5842730.39653007,613506.58713974,5842731.4090934,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,28.1,4,613506.58713974,5842731.4090934
'162,'162,613506.914766255,5842730.39653007,613506.58713974,5842731.4090934,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,28.1,4,613506.58713974,5842731.4090934
'161,'161,613507.172935318,5842730.06537401,613506.832054156,5842731.06760403,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,27.7,4,613506.832054156,5842731.06760403
'161,'161,613507.172935318,5842730.06537401,613506.832054156,5842731.06760403,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,27.7,4,613506.832054156,5842731.06760403
'161,'161,613507.172935318,5842730.06537401,613506.832054156,5842731.06760403,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,27.7,4,613506.832054156,5842731.06760403
'160,'160,613507.425483922,5842729.74142737,613507.069734914,5842730.73206642,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,27.3,4,613507.069734914,5842730.73206642
'160,'160,613507.425483922,5842729.74142737,613507.069734914,5842730.73206642,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,27.3,4,613507.069734914,5842730.73206642
'160,'160,613507.425483922,5842729.74142737,613507.069734914,5842730.73206642,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,27.3,4,613507.069734914,5842730.73206642
'159,'159,613507.697926799,5842729.39196215,613507.322181693,5842730.36701225,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.3,159,0,0,26.9,4,613507.322181693,5842730.36701225
'159,'159,613507.697926799,5842729.39196215,613507.322181693,5842730.36701225,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.3,159,0,0,26.9,4,613507.322181693,5842730.36701225
'160,'160,613507.947296989,5842729.07209249,613507.585040003,5842730.05765793,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.32,160,0,0,26.5,4,613507.585040003,5842730.05765793
'160,'160,613507.947296989,5842729.07209249,613507.585040003,5842730.05765793,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.32,160,0,0,26.5,4,613507.585040003,5842730.05765793
'160,'160,613507.947296989,5842729.07209249,613507.585040003,5842730.05765793,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.32,160,0,0,26.5,4,613507.585040003,5842730.05765793
'160,'160,613508.220423337,5842728.72175057,613507.862404559,5842729.71062011,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,26,4,613507.862404559,5842729.71062011
'160,'160,613508.220423337,5842728.72175057,613507.862404559,5842729.71062011,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,26,4,613507.862404559,5842729.71062011
'160,'160,613508.489174697,5842728.3770205,613508.127838481,5842729.36330376,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.32,160,0,0,25.6,4,613508.127838481,5842729.36330376
'160,'160,613508.489174697,5842728.3770205,613508.127838481,5842729.36330376,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.32,160,0,0,25.6,4,613508.127838481,5842729.36330376
'160,'160,613508.489174697,5842728.3770205,613508.127838481,5842729.36330376,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.32,160,0,0,25.6,4,613508.127838481,5842729.36330376
'160,'160,613508.754844776,5842728.03624281,613508.396887187,5842729.02516005,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,25.2,4,613508.396887187,5842729.02516005
'160,'160,613508.754844776,5842728.03624281,613508.396887187,5842729.02516005,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,25.2,4,613508.396887187,5842729.02516005
'160,'160,613509.031097249,5842727.68189098,613508.6751739,5842728.67239412,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,24.8,4,613508.6751739,5842728.67239412
'160,'160,613509.031097249,5842727.68189098,613508.6751739,5842728.67239412,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,24.8,4,613508.6751739,5842728.67239412
'160,'160,613509.031097249,5842727.68189098,613508.6751739,5842728.67239412,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,160,0,0,24.8,4,613508.6751739,5842728.67239412
'161,'161,613509.290879451,5842727.34866573,613508.940183787,5842728.34324436,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,161,0,0,24.3,4,613508.940183787,5842728.34324436
'161,'161,613509.290879451,5842727.34866573,613508.940183787,5842728.34324436,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,161,0,0,24.3,4,613508.940183787,5842728.34324436
'161,'161,613509.290879451,5842727.34866573,613508.940183787,5842728.34324436,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.33,161,0,0,24.3,4,613508.940183787,5842728.34324436
'161,'161,613509.572603491,5842726.98729547,613509.222600384,5842727.98241402,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,23.9,4,613509.222600384,5842727.98241402
'161,'161,613509.572603491,5842726.98729547,613509.222600384,5842727.98241402,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.34,161,0,0,23.9,4,613509.222600384,5842727.98241402
'162,'162,613509.842364926,5842726.64126975,613509.515069081,5842727.65409087,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,23.5,4,613509.515069081,5842727.65409087
'162,'162,613509.842364926,5842726.64126975,613509.515069081,5842727.65409087,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,23.5,4,613509.515069081,5842727.65409087
'162,'162,613509.842364926,5842726.64126975,613509.515069081,5842727.65409087,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,23.5,4,613509.515069081,5842727.65409087
'164,'164,613510.118893518,5842726.28656374,613509.818143794,5842727.3200802,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,23.1,4,613509.818143794,5842727.3200802
'164,'164,613510.118893518,5842726.28656374,613509.818143794,5842727.3200802,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,23.1,4,613509.818143794,5842727.3200802
'163,'163,613510.396768518,5842725.93013068,613510.076820321,5842726.94868002,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,163,0,0,22.6,4,613510.076820321,5842726.94868002
'163,'163,613510.396768518,5842725.93013068,613510.076820321,5842726.94868002,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,163,0,0,22.6,4,613510.076820321,5842726.94868002
'163,'163,613510.396768518,5842725.93013068,613510.076820321,5842726.94868002,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.37,163,0,0,22.6,4,613510.076820321,5842726.94868002
'161,'161,613510.649839472,5842725.60551402,613510.309549112,5842726.60820462,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,22.2,4,613510.309549112,5842726.60820462
'161,'161,613510.649839472,5842725.60551402,613510.309549112,5842726.60820462,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,22.2,4,613510.309549112,5842726.60820462
'161,'161,613510.649839472,5842725.60551402,613510.309549112,5842726.60820462,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,22.2,4,613510.309549112,5842726.60820462
'162,'162,613510.894439891,5842725.2917626,613510.56455072,5842726.30256196,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,21.8,4,613510.56455072,5842726.30256196
'162,'162,613510.894439891,5842725.2917626,613510.56455072,5842726.30256196,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,21.8,4,613510.56455072,5842726.30256196
'164,'164,613511.155783145,5842724.95653497,613510.85319285,5842725.98861652,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,21.4,4,613510.85319285,5842725.98861652
'164,'164,613511.155783145,5842724.95653497,613510.85319285,5842725.98861652,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,21.4,4,613510.85319285,5842725.98861652
'164,'164,613511.155783145,5842724.95653497,613510.85319285,5842725.98861652,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,21.4,4,613510.85319285,5842725.98861652
'164,'164,613511.451364642,5842724.57738961,613511.14887364,5842725.60954857,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,20.9,4,613511.14887364,5842725.60954857
'164,'164,613511.451364642,5842724.57738961,613511.14887364,5842725.60954857,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,20.9,4,613511.14887364,5842725.60954857
'163,'163,613511.744216783,5842724.20174521,613511.430489582,5842725.22514444,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,20.5,4,613511.430489582,5842725.22514444
'163,'163,613511.744216783,5842724.20174521,613511.430489582,5842725.22514444,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,20.5,4,613511.430489582,5842725.22514444
'163,'163,613511.744216783,5842724.20174521,613511.430489582,5842725.22514444,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,20.5,4,613511.430489582,5842725.22514444
'162,'162,613511.995234841,5842723.87976182,613511.659582204,5842724.88606799,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,162,0,0,20.1,4,613511.659582204,5842724.88606799
'162,'162,613511.995234841,5842723.87976182,613511.659582204,5842724.88606799,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,162,0,0,20.1,4,613511.659582204,5842724.88606799
'161,'161,613512.258487821,5842723.54208457,613511.92154917,5842724.54738817,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,19.7,4,613511.92154917,5842724.54738817
'161,'161,613512.258487821,5842723.54208457,613511.92154917,5842724.54738817,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,19.7,4,613511.92154917,5842724.54738817
'161,'161,613512.258487821,5842723.54208457,613511.92154917,5842724.54738817,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,161,0,0,19.7,4,613511.92154917,5842724.54738817
'162,'162,613512.533116246,5842723.18981592,613512.205953274,5842724.20274063,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,19.2,4,613512.205953274,5842724.20274063
'162,'162,613512.533116246,5842723.18981592,613512.205953274,5842724.20274063,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,19.2,4,613512.205953274,5842724.20274063
'162,'162,613512.791028712,5842722.858989,613512.461695259,5842723.87022161,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,18.8,4,613512.461695259,5842723.87022161
'162,'162,613512.791028712,5842722.858989,613512.461695259,5842723.87022161,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,18.8,4,613512.461695259,5842723.87022161
'162,'162,613512.791028712,5842722.858989,613512.461695259,5842723.87022161,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,18.8,4,613512.461695259,5842723.87022161
'163,'163,613513.064443976,5842722.50827649,613512.751129749,5842723.53199767,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,18.4,4,613512.751129749,5842723.53199767
'163,'163,613513.064443976,5842722.50827649,613512.751129749,5842723.53199767,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,18.4,4,613512.751129749,5842723.53199767
'163,'163,613513.064443976,5842722.50827649,613512.751129749,5842723.53199767,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,18.4,4,613512.751129749,5842723.53199767
'164,'164,613513.339998328,5842722.15482015,613513.043209279,5842723.19142435,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,18,4,613513.043209279,5842723.19142435
'164,'164,613513.339998328,5842722.15482015,613513.043209279,5842723.19142435,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,18,4,613513.043209279,5842723.19142435
'163,'163,613513.618718546,5842721.79730291,613513.311548581,5842722.82581416,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,17.5,4,613513.311548581,5842722.82581416
'163,'163,613513.618718546,5842721.79730291,613513.311548581,5842722.82581416,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,17.5,4,613513.311548581,5842722.82581416
'163,'163,613513.618718546,5842721.79730291,613513.311548581,5842722.82581416,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,17.5,4,613513.311548581,5842722.82581416
'162,'162,613513.871877565,5842721.47257329,613513.539857873,5842722.4817117,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,17.1,4,613513.539857873,5842722.4817117
'162,'162,613513.871877565,5842721.47257329,613513.539857873,5842722.4817117,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.36,162,0,0,17.1,4,613513.539857873,5842722.4817117
'163,'163,613514.154385737,5842721.11019721,613513.84133572,5842722.13412437,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,16.7,4,613513.84133572,5842722.13412437
'163,'163,613514.154385737,5842721.11019721,613513.84133572,5842722.13412437,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,16.7,4,613513.84133572,5842722.13412437
'163,'163,613514.154385737,5842721.11019721,613513.84133572,5842722.13412437,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,16.7,4,613513.84133572,5842722.13412437
'166,'166,613514.447806246,5842720.73382377,613514.175514792,5842721.78952628,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.43,166,0,0,16.2,4,613514.175514792,5842721.78952628
'166,'166,613514.447806246,5842720.73382377,613514.175514792,5842721.78952628,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.43,166,0,0,16.2,4,613514.175514792,5842721.78952628
'166,'166,613514.447806246,5842720.73382377,613514.175514792,5842721.78952628,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.43,166,0,0,16.2,4,613514.175514792,5842721.78952628
'166,'166,613514.724832321,5842720.37847963,613514.453949497,5842721.43528031,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.44,166,0,0,15.8,4,613514.453949497,5842721.43528031
'166,'166,613514.724832321,5842720.37847963,613514.453949497,5842721.43528031,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.44,166,0,0,15.8,4,613514.453949497,5842721.43528031
'165,'165,613515.003595684,5842720.02090705,613514.718972981,5842721.06699613,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.42,165,0,0,15.3,4,613514.718972981,5842721.06699613
'165,'165,613515.003595684,5842720.02090705,613514.718972981,5842721.06699613,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.42,165,0,0,15.3,4,613514.718972981,5842721.06699613
'165,'165,613515.003595684,5842720.02090705,613514.718972981,5842721.06699613,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.42,165,0,0,15.3,4,613514.718972981,5842721.06699613
'163,'163,613515.268114124,5842719.68160659,613514.961091873,5842720.71023299,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,14.9,4,613514.961091873,5842720.71023299
'163,'163,613515.268114124,5842719.68160659,613514.961091873,5842720.71023299,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,14.9,4,613514.961091873,5842720.71023299
'162,'162,613515.546366228,5842719.32468981,613515.210496398,5842720.33082666,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,162,0,0,14.5,4,613515.210496398,5842720.33082666
'162,'162,613515.546366228,5842719.32468981,613515.210496398,5842720.33082666,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,162,0,0,14.5,4,613515.210496398,5842720.33082666
'162,'162,613515.546366228,5842719.32468981,613515.210496398,5842720.33082666,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.35,162,0,0,14.5,4,613515.210496398,5842720.33082666
'163,'163,613515.827345491,5842718.96427488,613515.511238574,5842719.98581888,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,14,4,613515.511238574,5842719.98581888
'163,'163,613515.827345491,5842718.96427488,613515.511238574,5842719.98581888,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,14,4,613515.511238574,5842719.98581888
'163,'163,613516.112447056,5842718.59857223,613515.794037045,5842719.61832074,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,13.6,4,613515.794037045,5842719.61832074
'163,'163,613516.112447056,5842718.59857223,613515.794037045,5842719.61832074,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,13.6,4,613515.794037045,5842719.61832074
'163,'163,613516.112447056,5842718.59857223,613515.794037045,5842719.61832074,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.38,163,0,0,13.6,4,613515.794037045,5842719.61832074
'164,'164,613516.394835006,5842718.23635036,613516.099601802,5842719.27416749,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.41,164,0,0,13.2,4,613516.099601802,5842719.27416749
'164,'164,613516.394835006,5842718.23635036,613516.099601802,5842719.27416749,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.41,164,0,0,13.2,4,613516.099601802,5842719.27416749
'165,'165,613516.663336916,5842717.89194025,613516.384712171,5842718.94270533,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.43,165,0,0,12.7,4,613516.384712171,5842718.94270533
'165,'165,613516.663336916,5842717.89194025,613516.384712171,5842718.94270533,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.43,165,0,0,12.7,4,613516.384712171,5842718.94270533
'165,'165,613516.663336916,5842717.89194025,613516.384712171,5842718.94270533,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.43,165,0,0,12.7,4,613516.384712171,5842718.94270533
'164,'164,613516.931523373,5842717.54793478,613516.635852897,5842718.58541102,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,12.3,4,613516.635852897,5842718.58541102
'164,'164,613516.931523373,5842717.54793478,613516.635852897,5842718.58541102,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.4,164,0,0,12.3,4,613516.635852897,5842718.58541102
