AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,GV.ToEndPoint,GVQual,Currentx1,Ccurrenty1
'163,'163,613520.108847355,5842713.4723493,613519.803336871,5842714.50215427,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.803336871,5842714.50215427
'163,'163,613520.108847355,5842713.4723493,613519.803336871,5842714.50215427,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.803336871,5842714.50215427
'163,'163,613520.108847355,5842713.4723493,613519.803336871,5842714.50215427,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.803336871,5842714.50215427
'163,'163,613520.107619895,5842713.47392377,613519.801951598,5842714.50360572,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801951598,5842714.50360572
'163,'163,613520.107619895,5842713.47392377,613519.801951598,5842714.50360572,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801951598,5842714.50360572
'163,'163,613520.107619895,5842713.47392377,613519.802168048,5842714.50398172,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802168048,5842714.50398172
'163,'163,613520.107519397,5842713.47405268,613519.802168048,5842714.50398172,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802168048,5842714.50398172
'163,'163,613520.107519397,5842713.47405268,613519.802168048,5842714.50398172,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802168048,5842714.50398172
'163,'163,613520.107284334,5842713.4743542,613519.800055496,5842714.50281955,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800055496,5842714.50281955
'163,'163,613520.107284334,5842713.4743542,613519.800055496,5842714.50281955,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800055496,5842714.50281955
'163,'163,613520.107284334,5842713.4743542,613519.800055496,5842714.50281955,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800055496,5842714.50281955
'163,'163,613520.107869369,5842713.47360377,613519.799198349,5842714.50094479,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799198349,5842714.50094479
'163,'163,613520.107869369,5842713.47360377,613519.799198349,5842714.50094479,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799198349,5842714.50094479
'163,'163,613520.107000791,5842713.4747179,613519.80026329,5842714.5035663,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.80026329,5842714.5035663
'163,'163,613520.107000791,5842713.4747179,613519.80026329,5842714.5035663,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.80026329,5842714.5035663
'163,'163,613520.107000791,5842713.4747179,613519.80026329,5842714.5035663,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.80026329,5842714.5035663
'163,'163,613520.109452111,5842713.47157357,613519.804250287,5842714.50161918,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.804250287,5842714.50161918
'163,'163,613520.109452111,5842713.47157357,613519.804250287,5842714.50161918,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.804250287,5842714.50161918
'163,'163,613520.108928134,5842713.47224568,613519.801349858,5842714.50043861,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801349858,5842714.50043861
'163,'163,613520.108928134,5842713.47224568,613519.801349858,5842714.50043861,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801349858,5842714.50043861
'163,'163,613520.108928134,5842713.47224568,613519.801349858,5842714.50043861,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801349858,5842714.50043861
'163,'163,613520.108059556,5842713.47335981,613519.802414798,5842714.50306011,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802414798,5842714.50306011
'163,'163,613520.108059556,5842713.47335981,613519.802414798,5842714.50306011,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802414798,5842714.50306011
'163,'163,613520.10811878,5842713.47328385,613519.802085794,5842714.50268148,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802085794,5842714.50268148
'163,'163,613520.10811878,5842713.47328385,613519.802085794,5842714.50268148,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802085794,5842714.50268148
'163,'163,613520.10811878,5842713.47328385,613519.802085794,5842714.50268148,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.802085794,5842714.50268148
'163,'163,613520.107709648,5842713.47380864,613519.799743805,5842714.50169942,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799743805,5842714.50169942
'163,'163,613520.107709648,5842713.47380864,613519.799743805,5842714.50169942,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799743805,5842714.50169942
'163,'163,613520.107700672,5842713.47382016,613519.799964584,5842714.50189005,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799964584,5842714.50189005
'163,'163,613520.107700672,5842713.47382016,613519.799964584,5842714.50189005,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799964584,5842714.50189005
'163,'163,613520.107700672,5842713.47382016,613519.799964584,5842714.50189005,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799964584,5842714.50189005
'163,'163,613520.108745088,5842713.47248047,613519.801341201,5842714.50080935,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801341201,5842714.50080935
'163,'163,613520.108745088,5842713.47248047,613519.801341201,5842714.50080935,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801341201,5842714.50080935
'163,'163,613520.108745088,5842713.47248047,613519.801341201,5842714.50080935,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801341201,5842714.50080935
'163,'163,613520.106212991,5842713.47572842,613519.799341217,5842714.50447213,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799341217,5842714.50447213
'163,'163,613520.106212991,5842713.47572842,613519.799341217,5842714.50447213,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799341217,5842714.50447213
'163,'163,613520.10722511,5842713.47443017,613519.8003845,5842714.50319818,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.8003845,5842714.50319818
'163,'163,613520.10722511,5842713.47443017,613519.8003845,5842714.50319818,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.8003845,5842714.50319818
'163,'163,613520.10722511,5842713.47443017,613519.8003845,5842714.50319818,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.8003845,5842714.50319818
'163,'163,613520.107522999,5842713.47404806,613519.800951598,5842714.50302595,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800951598,5842714.50302595
'163,'163,613520.107522999,5842713.47404806,613519.800951598,5842714.50302595,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800951598,5842714.50302595
'163,'163,613520.108441826,5842713.47286947,613519.799778432,5842714.50021644,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799778432,5842714.50021644
'163,'163,613520.108441826,5842713.47286947,613519.799778432,5842714.50021644,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799778432,5842714.50021644
'163,'163,613520.108441826,5842713.47286947,613519.799778432,5842714.50021644,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799778432,5842714.50021644
'163,'163,613520.10788909,5842713.47357847,613519.800968912,5842714.50228445,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800968912,5842714.50228445
'163,'163,613520.10788909,5842713.47357847,613519.800968912,5842714.50228445,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800968912,5842714.50228445
'163,'163,613520.107113868,5842713.47457286,613519.798609609,5842714.50204389,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798609609,5842714.50204389
'163,'163,613520.107113868,5842713.47457286,613519.798609609,5842714.50204389,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798609609,5842714.50204389
'163,'163,613520.107113868,5842713.47457286,613519.798609609,5842714.50204389,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798609609,5842714.50204389
'163,'163,613520.108246204,5842713.4731204,613519.801207005,5842714.50173359,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801207005,5842714.50173359
'163,'163,613520.108246204,5842713.4731204,613519.801207005,5842714.50173359,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801207005,5842714.50173359
'163,'163,613520.108045208,5842713.47337822,613519.801639907,5842714.50248559,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801639907,5842714.50248559
'163,'163,613520.108045208,5842713.47337822,613519.801639907,5842714.50248559,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801639907,5842714.50248559
'163,'163,613520.108045208,5842713.47337822,613519.801639907,5842714.50248559,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801639907,5842714.50248559
'163,'163,613520.106496533,5842713.47536472,613519.799133423,5842714.50372539,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799133423,5842714.50372539
'163,'163,613520.106496533,5842713.47536472,613519.799133423,5842714.50372539,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799133423,5842714.50372539
'163,'163,613520.106496533,5842713.47536472,613519.799133423,5842714.50372539,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.799133423,5842714.50372539
'163,'163,613520.108231856,5842713.4731388,613519.800432113,5842714.50115907,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800432113,5842714.50115907
'163,'163,613520.108231856,5842713.4731388,613519.800432113,5842714.50115907,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800432113,5842714.50115907
'163,'163,613520.107390204,5842713.4742184,613519.800834716,5842714.50320869,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800834716,5842714.50320869
'163,'163,613520.107390204,5842713.4742184,613519.800834716,5842714.50320869,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800834716,5842714.50320869
'163,'163,613520.107390204,5842713.4742184,613519.800834716,5842714.50320869,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800834716,5842714.50320869
'163,'163,613520.108335957,5842713.47300527,613519.798999212,5842714.4998273,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798999212,5842714.4998273
'163,'163,613520.108335957,5842713.47300527,613519.798999212,5842714.4998273,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798999212,5842714.4998273
'163,'163,613520.10705104,5842713.47465345,613519.800155064,5842714.50337829,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800155064,5842714.50337829
'163,'163,613520.10705104,5842713.47465345,613519.800155064,5842714.50337829,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800155064,5842714.50337829
'163,'163,613520.10705104,5842713.47465345,613519.800155064,5842714.50337829,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800155064,5842714.50337829
'163,'163,613520.106381689,5842713.47551203,613519.798574982,5842714.50352687,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798574982,5842714.50352687
'163,'163,613520.106381689,5842713.47551203,613519.798574982,5842714.50352687,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798574982,5842714.50352687
'163,'163,613520.106381689,5842713.47551203,613519.798574982,5842714.50352687,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798574982,5842714.50352687
'163,'163,613520.1084149,5842713.47290401,613519.80044077,5842714.50078833,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.80044077,5842714.50078833
'163,'163,613520.1084149,5842713.47290401,613519.80044077,5842714.50078833,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.80044077,5842714.50078833
'163,'163,613520.108186979,5842713.47319637,613519.801536009,5842714.50211222,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801536009,5842714.50211222
'163,'163,613520.108186979,5842713.47319637,613519.801536009,5842714.50211222,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801536009,5842714.50211222
'163,'163,613520.108186979,5842713.47319637,613519.801536009,5842714.50211222,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801536009,5842714.50211222
'163,'163,613520.107307657,5842713.47432428,613519.800609608,5842714.50320343,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800609608,5842714.50320343
'163,'163,613520.107307657,5842713.47432428,613519.800609608,5842714.50320343,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800609608,5842714.50320343
'163,'163,613520.107234085,5842713.47441865,613519.800163721,5842714.50300755,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800163721,5842714.50300755
'163,'163,613520.107234085,5842713.47441865,613519.800163721,5842714.50300755,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800163721,5842714.50300755
'163,'163,613520.107234085,5842713.47441865,613519.800163721,5842714.50300755,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800163721,5842714.50300755
'163,'163,613520.108404156,5842713.47291779,613519.798449428,5842714.49925804,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798449428,5842714.49925804
'163,'163,613520.108404156,5842713.47291779,613519.798449428,5842714.49925804,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798449428,5842714.49925804
'163,'163,613520.107998563,5842713.47343805,613519.800531682,5842714.50171782,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800531682,5842714.50171782
'163,'163,613520.107998563,5842713.47343805,613519.800531682,5842714.50171782,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800531682,5842714.50171782
'163,'163,613520.107998563,5842713.47343805,613519.800531682,5842714.50171782,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800531682,5842714.50171782
'163,'163,613520.108822263,5842713.47238148,613519.800570638,5842714.50004946,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800570638,5842714.50004946
'163,'163,613520.108822263,5842713.47238148,613519.800570638,5842714.50004946,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800570638,5842714.50004946
'163,'163,613520.106688554,5842713.47511841,613519.7989213,5842714.50316401,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.7989213,5842714.50316401
'163,'163,613520.106688554,5842713.47511841,613519.7989213,5842714.50316401,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.7989213,5842714.50316401
'163,'163,613520.106688554,5842713.47511841,613519.7989213,5842714.50316401,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.7989213,5842714.50316401
'163,'163,613520.107339955,5842713.47428285,613519.800942941,5842714.50339669,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800942941,5842714.50339669
'163,'163,613520.107339955,5842713.47428285,613519.800942941,5842714.50339669,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800942941,5842714.50339669
'163,'163,613520.107833468,5842713.47364982,613519.800081466,5842714.50170731,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800081466,5842714.50170731
'163,'163,613520.107833468,5842713.47364982,613519.800081466,5842714.50170731,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800081466,5842714.50170731
'163,'163,613520.107833468,5842713.47364982,613519.800081466,5842714.50170731,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800081466,5842714.50170731
'163,'163,613520.107829865,5842713.47365444,613519.801297917,5842714.50266308,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801297917,5842714.50266308
'163,'163,613520.107829865,5842713.47365444,613519.801297917,5842714.50266308,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801297917,5842714.50266308
'163,'163,613520.107829865,5842713.47365444,613519.797782777,5842714.50369385,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797782777,5842714.50369385
'163,'163,613520.106001251,5842713.47600002,613519.797782777,5842714.50369385,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797782777,5842714.50369385
'163,'163,613520.106001251,5842713.47600002,613519.797782777,5842714.50369385,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797782777,5842714.50369385
'163,'163,613520.106308117,5842713.4756064,613519.798129095,5842714.50333099,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798129095,5842714.50333099
'163,'163,613520.106308117,5842713.4756064,613519.798129095,5842714.50333099,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798129095,5842714.50333099
'163,'163,613520.106308117,5842713.4756064,613519.798129095,5842714.50333099,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798129095,5842714.50333099
'163,'163,613520.105676435,5842713.47641667,613519.797878017,5842714.50443797,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797878017,5842714.50443797
'163,'163,613520.105676435,5842713.47641667,613519.797878017,5842714.50443797,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797878017,5842714.50443797
'163,'163,613520.1076953,5842713.47382705,613519.798968913,5842714.50112491,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798968913,5842714.50112491
'163,'163,613520.1076953,5842713.47382705,613519.798968913,5842714.50112491,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798968913,5842714.50112491
'163,'163,613520.1076953,5842713.47382705,613519.798968913,5842714.50112491,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798968913,5842714.50112491
'163,'163,613520.107165886,5842713.47450613,613519.800713505,5842714.50357681,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800713505,5842714.50357681
'163,'163,613520.107165886,5842713.47450613,613519.800713505,5842714.50357681,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800713505,5842714.50357681
'163,'163,613520.107165886,5842713.47450613,613519.800713505,5842714.50357681,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800713505,5842714.50357681
'163,'163,613520.106467838,5842713.47540153,613519.797583639,5842714.50257636,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797583639,5842714.50257636
'163,'163,613520.106467838,5842713.47540153,613519.797583639,5842714.50257636,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797583639,5842714.50257636
'163,'163,613520.107110264,5842713.47457748,613519.79982606,5842714.50299966,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.79982606,5842714.50299966
'148,'148,613510.154820464,5842728.24626931,613509.619893859,5842729.09711543,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.1,148,0,0,24.8,5,613509.619893859,5842729.09711543
'148,'148,613510.154820464,5842728.24626931,613509.619893859,5842729.09711543,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.1,148,0,0,24.8,5,613509.619893859,5842729.09711543
'146,'146,613510.402940222,5842727.92745796,613509.84200354,5842728.75806134,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,24.4,5,613509.84200354,5842728.75806134
'146,'146,613510.402940222,5842727.92745796,613509.84200354,5842728.75806134,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,24.4,5,613509.84200354,5842728.75806134
'146,'146,613510.402940222,5842727.92745796,613509.84200354,5842728.75806134,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,24.4,5,613509.84200354,5842728.75806134
'145,'145,613510.65078217,5842727.60900356,613510.071953068,5842728.42568191,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.04,145,0,0,24,5,613510.071953068,5842728.42568191
'145,'145,613510.65078217,5842727.60900356,613510.071953068,5842728.42568191,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.04,145,0,0,24,5,613510.071953068,5842728.42568191
'146,'146,613510.840983267,5842727.36461243,613510.278271201,5842728.1938341,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.7,5,613510.278271201,5842728.1938341
'146,'146,613510.840983267,5842727.36461243,613510.278271201,5842728.1938341,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.7,5,613510.278271201,5842728.1938341
'146,'146,613510.840983267,5842727.36461243,613510.278271201,5842728.1938341,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.7,5,613510.278271201,5842728.1938341
'147,'147,613510.943577845,5842727.23278772,613510.393066546,5842728.07150481,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.393066546,5842728.07150481
'147,'147,613510.943577845,5842727.23278772,613510.393066546,5842728.07150481,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.393066546,5842728.07150481
'147,'147,613510.943577845,5842727.23278772,613510.382988711,5842728.07868848,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.382988711,5842728.07868848
'147,'147,613510.93629446,5842727.2421462,613510.382988711,5842728.07868848,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.382988711,5842728.07868848
'147,'147,613510.93629446,5842727.2421462,613510.382988711,5842728.07868848,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.382988711,5842728.07868848
'146,'146,613510.940576182,5842727.23664458,613510.385845808,5842728.07207812,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.385845808,5842728.07207812
'146,'146,613510.940576182,5842727.23664458,613510.385845808,5842728.07207812,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.385845808,5842728.07207812
'146,'146,613510.940576182,5842727.23664458,613510.385845808,5842728.07207812,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.385845808,5842728.07207812
'146,'146,613510.934940134,5842727.24388639,613510.380270114,5842728.0793669,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.380270114,5842728.0793669
'146,'146,613510.934940134,5842727.24388639,613510.380270114,5842728.0793669,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.380270114,5842728.0793669
'146,'146,613510.934660964,5842727.2442451,613510.379261461,5842728.07915788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.379261461,5842728.07915788
'146,'146,613510.934660964,5842727.2442451,613510.379261461,5842728.07915788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.379261461,5842728.07915788
'146,'146,613510.934660964,5842727.2442451,613510.379261461,5842728.07915788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.379261461,5842728.07915788
'146,'146,613510.935475518,5842727.24319847,613510.38173331,5842728.07940106,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.38173331,5842728.07940106
'146,'146,613510.935475518,5842727.24319847,613510.38173331,5842728.07940106,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.38173331,5842728.07940106
'146,'146,613510.935475518,5842727.24319847,613510.38173331,5842728.07940106,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.38173331,5842728.07940106
'146,'146,613510.935745234,5842727.24285191,613510.380750625,5842728.0780798,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.380750625,5842728.0780798
'146,'146,613510.935745234,5842727.24285191,613510.380750625,5842728.0780798,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.380750625,5842728.0780798
'146,'146,613510.932908982,5842727.24649624,613510.378404336,5842728.08210545,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.378404336,5842728.08210545
