Currentx,CurrentY
613529.659194627,5842712.35618846
613529.659194627,5842712.35618846
613529.660025792,5842712.35435313
613529.660025792,5842712.35435313
613529.580134129,5842712.31780385
613529.580134129,5842712.31780385
613529.580134129,5842712.31780385
613529.578549722,5842712.32296013
613529.578549722,5842712.32296013
613529.574367897,5842712.30913739
613529.574367897,5842712.30913739
613529.574367897,5842712.30913739
613529.563913395,5842712.33244847
613529.563913395,5842712.33244847
613529.563913395,5842712.33244847
613529.648852669,5842712.36985751
613529.648852669,5842712.36985751
613529.681852617,5842712.3793454
613529.681852617,5842712.3793454
613529.681852617,5842712.3793454
613529.77841515,5842712.32410335
613529.77841515,5842712.32410335
613529.654151191,5842712.20565119
613529.654151191,5842712.20565119
613529.654151191,5842712.20565119
613529.667133855,5842712.20910742
613529.667133855,5842712.20910742
613529.659276715,5842712.19835192
613529.659276715,5842712.19835192
613529.659276715,5842712.19835192
613529.655982345,5842712.19475098
613529.655982345,5842712.19475098
613529.654761567,5842712.19398058
613529.654761567,5842712.19398058
613529.654761567,5842712.19398058
613529.655099229,5842712.19398847
613529.655099229,5842712.19398847
613529.653926073,5842712.19600128
613529.653926073,5842712.19600128
613529.653926073,5842712.19600128
613529.654631703,5842712.19954177
613529.654631703,5842712.19954177
613529.654631703,5842712.19954177
613529.653687979,5842712.19655215
613529.653687979,5842712.19655215
613529.652895773,5842712.19671912
613529.652895773,5842712.19671912
613529.652895773,5842712.19671912
613529.627397971,5842712.18425336
613529.627397971,5842712.18425336
613529.543307159,5842712.12980051
613529.543307159,5842712.12980051
613529.437212022,5842712.04348871
613529.437212022,5842712.04348871
613529.437212022,5842712.04348871
613529.164489396,5842711.8878135
613529.164489396,5842711.8878135
613529.164489396,5842711.8878135
613528.811022247,5842711.68388426
613528.811022247,5842711.68388426
613528.414866768,5842711.43203326
613528.414866768,5842711.43203326
613528.414866768,5842711.43203326
613528.006672279,5842711.16042639
613528.006672279,5842711.16042639
613527.660451438,5842710.72816237
613527.660451438,5842710.72816237
613527.660451438,5842710.72816237
613527.278503451,5842710.38390619
613527.278503451,5842710.38390619
613526.899988339,5842710.06143068
613526.899988339,5842710.06143068
613526.899988339,5842710.06143068
613526.461369369,5842709.74237402
613526.461369369,5842709.74237402
613526.082438645,5842709.46180601
613526.082438645,5842709.46180601
613526.082438645,5842709.46180601
613525.703559866,5842709.20312519
613525.703559866,5842709.20312519
613525.300642045,5842708.90808656
613525.300642045,5842708.90808656
613525.300642045,5842708.90808656
613524.857468833,5842708.62490569
613524.857468833,5842708.62490569
613524.434382104,5842708.33032355
613524.434382104,5842708.33032355
613524.434382104,5842708.33032355
613524.006243445,5842708.06400101
613524.006243445,5842708.06400101
613523.631767063,5842707.81451139
613523.631767063,5842707.81451139
613523.631767063,5842707.81451139
613523.21227332,5842707.54449584
613523.21227332,5842707.54449584
613522.80959785,5842707.33552307
613522.80959785,5842707.33552307
613522.377030765,5842707.1913247
613522.377030765,5842707.1913247
613522.377030765,5842707.1913247
613521.893173661,5842707.04926727
613521.893173661,5842707.04926727
613521.47238589,5842706.96005889
613521.47238589,5842706.96005889
613521.47238589,5842706.96005889
613521.018676141,5842706.90142694
613521.018676141,5842706.90142694
613520.613802102,5842706.93129364
613520.613802102,5842706.93129364
613520.613802102,5842706.93129364
613520.146469434,5842707.02202126
613520.146469434,5842707.02202126
613519.719271078,5842707.15430487
613519.719271078,5842707.15430487
613519.719271078,5842707.15430487
613519.314362988,5842707.35443608
613519.314362988,5842707.35443608
613519.314362988,5842707.35443608
613519.054593308,5842707.55072276
613519.054593308,5842707.55072276
613518.691966904,5842707.8354901
613518.691966904,5842707.8354901
613518.691966904,5842707.8354901
613518.342249479,5842708.07864173
613518.342249479,5842708.07864173
613517.886060338,5842708.31912187
613517.886060338,5842708.31912187
613517.527732582,5842708.55483902
613517.527732582,5842708.55483902
613517.527732582,5842708.55483902
613517.191937316,5842708.79497728
613517.191937316,5842708.79497728
613516.801947478,5842709.0700176
613516.801947478,5842709.0700176
613516.801947478,5842709.0700176
613516.376788833,5842709.32717318
613516.376788833,5842709.32717318
613516.016591222,5842709.59474832
613516.016591222,5842709.59474832
613515.615107969,5842709.85560982
613515.615107969,5842709.85560982
613515.615107969,5842709.85560982
613515.213053412,5842710.13611826
613515.213053412,5842710.13611826
613514.879150265,5842710.40616217
613514.879150265,5842710.40616217
613514.879150265,5842710.40616217
613514.555511165,5842710.66587374
613514.555511165,5842710.66587374
613514.15766486,5842711.02660532
613514.15766486,5842711.02660532
613514.15766486,5842711.02660532
613513.848952436,5842711.33674344
613513.848952436,5842711.33674344
613513.505214311,5842711.68556977
613513.505214311,5842711.68556977
613513.505214311,5842711.68556977
613513.157554181,5842712.03838497
613513.157554181,5842712.03838497
613512.853170956,5842712.36568785
613512.853170956,5842712.36568785
613512.514212042,5842712.68346618
613512.514212042,5842712.68346618
613512.514212042,5842712.68346618
613512.16295903,5842713.04547127
613512.16295903,5842713.04547127
613512.16295903,5842713.04547127
613511.793558927,5842713.40816551
613511.793558927,5842713.40816551
613511.417621868,5842713.72285486
613511.417621868,5842713.72285486
613511.417621868,5842713.72285486
613511.023758568,5842714.05289098
613511.023758568,5842714.05289098
613510.630830092,5842714.32359725
613510.630830092,5842714.32359725
613510.630830092,5842714.32359725
613510.193756764,5842714.16501324
613510.193756764,5842714.16501324
613510.193756764,5842714.16501324
613509.832920321,5842713.80882461
613509.832920321,5842713.80882461
613509.298552297,5842713.5583851
613509.298552297,5842713.5583851
613509.298552297,5842713.5583851
613508.871699419,5842713.3623886
613508.871699419,5842713.3623886
613508.466019802,5842713.20008634
613508.466019802,5842713.20008634
613508.466019802,5842713.20008634
613508.061019889,5842713.05208149
613508.061019889,5842713.05208149
613508.061019889,5842713.05208149
613507.570833679,5842712.84830032
613507.570833679,5842712.84830032
613507.091764187,5842712.62660229
613507.091764187,5842712.62660229
613507.091764187,5842712.62660229
613506.684053712,5842712.38728104
613506.684053712,5842712.38728104
613506.257975526,5842712.19185928
613506.257975526,5842712.19185928
613506.257975526,5842712.19185928
613505.833914849,5842712.03543422
613505.833914849,5842712.03543422
613505.386269731,5842711.87141057
613505.386269731,5842711.87141057
613505.386269731,5842711.87141057
613504.938365708,5842711.84871214
613504.938365708,5842711.84871214
613504.938365708,5842711.84871214
613504.491626352,5842711.85330564
613504.491626352,5842711.85330564
613504.001675318,5842711.91438729
613504.001675318,5842711.91438729
613504.001675318,5842711.91438729
613503.539953782,5842711.99152239
613503.539953782,5842711.99152239
613503.062843298,5842712.16344646
613503.062843298,5842712.16344646
613503.062843298,5842712.16344646
613502.645293265,5842712.65429267
613502.645293265,5842712.65429267
613502.148854227,5842712.87269051
613502.148854227,5842712.87269051
613502.148854227,5842712.87269051
613501.702021528,5842713.14176808
613501.702021528,5842713.14176808
613501.289448896,5842713.46283637
613501.289448896,5842713.46283637
613501.289448896,5842713.46283637
613500.968954466,5842713.84837363
613500.968954466,5842713.84837363
613500.968954466,5842713.84837363
613500.75196179,5842714.20461119
613500.75196179,5842714.20461119
613500.480497311,5842714.54492462
613500.480497311,5842714.54492462
613500.480497311,5842714.54492462
613500.233595741,5842714.90881028
613500.233595741,5842714.90881028
613499.922106031,5842715.32831411
613499.922106031,5842715.32831411
613499.922106031,5842715.32831411
613499.655317618,5842715.75776429
613499.655317618,5842715.75776429
613499.655317618,5842715.75776429
613499.39361124,5842716.15283495
613499.39361124,5842716.15283495
613499.132558622,5842716.55367059
613499.132558622,5842716.55367059
613498.830066897,5842716.67458584
613498.830066897,5842716.67458584
613498.830066897,5842716.67458584
613498.576577094,5842717.07467069
613498.576577094,5842717.07467069
613498.326836583,5842717.52158254
613498.326836583,5842717.52158254
613498.326836583,5842717.52158254
613498.068675971,5842717.93361418
613498.068675971,5842717.93361418
613497.850021913,5842718.36585744
613497.850021913,5842718.36585744
613497.600822297,5842718.76548607
613497.600822297,5842718.76548607
613497.600822297,5842718.76548607
613497.339276686,5842719.19709897
613497.339276686,5842719.19709897
613497.087254542,5842719.58256571
613497.087254542,5842719.58256571
613497.087254542,5842719.58256571
613496.827120211,5842720.00679262
613496.827120211,5842720.00679262
613496.827120211,5842720.00679262
613496.587574559,5842720.42704882
613496.587574559,5842720.42704882
613496.333946827,5842720.85717735
613496.333946827,5842720.85717735
613496.333946827,5842720.85717735
613496.075712941,5842721.26753811
613496.075712941,5842721.26753811
613495.77485147,5842721.66596078
613495.77485147,5842721.66596078
613495.512725895,5842722.0741905
613495.512725895,5842722.0741905
613495.512725895,5842722.0741905
613495.220262497,5842722.44090772
613495.220262497,5842722.44090772
613494.939093919,5842722.86408726
613494.939093919,5842722.86408726
613494.939093919,5842722.86408726
613494.650583243,5842723.26409663
613494.650583243,5842723.26409663
613494.650583243,5842723.26409663
613494.3713969,5842723.62166467
613494.3713969,5842723.62166467
613494.073180697,5842724.01773802
613494.073180697,5842724.01773802
613494.073180697,5842724.01773802
613493.785670037,5842724.40386024
613493.785670037,5842724.40386024
613493.517358325,5842724.77318157
613493.517358325,5842724.77318157
613493.517358325,5842724.77318157
613493.22739325,5842725.16314147
613493.22739325,5842725.16314147
613492.930606455,5842725.63788925
613492.930606455,5842725.63788925
613492.930606455,5842725.63788925
613492.631840495,5842726.00928181
613492.631840495,5842726.00928181
613492.349087233,5842726.35081591
613492.349087233,5842726.35081591
613492.349087233,5842726.35081591
613492.06813091,5842726.73597838
613492.06813091,5842726.73597838
613491.79019194,5842727.12213867
613491.79019194,5842727.12213867
613491.79019194,5842727.12213867
613491.519348297,5842727.51792379
613491.519348297,5842727.51792379
613491.210310314,5842727.9385982
613491.210310314,5842727.9385982
613491.210310314,5842727.9385982
613490.94330215,5842728.32445729
613490.94330215,5842728.32445729
613490.80946554,5842729.09846926
613490.80946554,5842729.09846926
613490.409610839,5842729.12085113
613490.409610839,5842729.12085113
613490.409610839,5842729.12085113
613490.140945003,5842729.52948486
613490.140945003,5842729.52948486
613490.140945003,5842729.52948486
613489.887374361,5842729.93791457
613489.887374361,5842729.93791457
613489.642903151,5842730.33283162
613489.642903151,5842730.33283162
613489.642903151,5842730.33283162
613489.396895395,5842730.75015518
613489.396895395,5842730.75015518
613489.151099761,5842731.16321779
613489.151099761,5842731.16321779
613489.151099761,5842731.16321779
613488.946230216,5842731.56462354
613488.946230216,5842731.56462354
613488.724595011,5842732.01367571
613488.724595011,5842732.01367571
613488.724595011,5842732.01367571
613488.509128425,5842732.43968763
613488.509128425,5842732.43968763
613488.509128425,5842732.43968763
613488.343427838,5842732.8709417
613488.343427838,5842732.8709417
613488.118294888,5842733.31546087
613488.118294888,5842733.31546087
613488.118294888,5842733.31546087
613488.016170036,5842733.7826972
613488.016170036,5842733.7826972
613488.003369181,5842734.23940643
613488.003369181,5842734.23940643
613488.003369181,5842734.23940643
613488.147359055,5842734.65136698
613488.147359055,5842734.65136698
613488.268530593,5842735.0325626
613488.268530593,5842735.0325626
613488.268530593,5842735.0325626
613488.437688786,5842735.41320914
613488.437688786,5842735.41320914
613488.664115323,5842735.8346985
613488.664115323,5842735.8346985
613488.893260276,5842736.24104247
613488.893260276,5842736.24104247
613488.893260276,5842736.24104247
613489.14843967,5842736.65133272
613489.14843967,5842736.65133272
613489.380463327,5842737.05978412
613489.380463327,5842737.05978412
613489.380463327,5842737.05978412
613489.706974306,5842737.34264962
613489.706974306,5842737.34264962
613490.044216886,5842737.63856336
613490.044216886,5842737.63856336
613490.440223142,5842738.19106121
613490.440223142,5842738.19106121
613490.440223142,5842738.19106121
613490.827555697,5842738.43491326
613490.827555697,5842738.43491326
613490.827555697,5842738.43491326
613491.158097279,5842738.77666822
613491.158097279,5842738.77666822
613491.54429173,5842739.07891809
613491.54429173,5842739.07891809
613491.54429173,5842739.07891809
613491.917217463,5842739.33690089
613491.917217463,5842739.33690089
613492.266862426,5842739.65146626
613492.266862426,5842739.65146626
613492.266862426,5842739.65146626
613492.593000783,5842739.93580706
613492.593000783,5842739.93580706
613493.006956956,5842740.26448603
613493.006956956,5842740.26448603
613493.006956956,5842740.26448603
613493.370545047,5842740.53653247
613493.370545047,5842740.53653247
613493.760416723,5842740.57512426
613493.760416723,5842740.57512426
613493.760416723,5842740.57512426
613494.149214883,5842741.16621824
613494.149214883,5842741.16621824
613494.525958626,5842741.44395064
613494.525958626,5842741.44395064
613494.525958626,5842741.44395064
613494.870784476,5842741.6754968
613494.870784476,5842741.6754968
613495.299211848,5842741.97279774
613495.299211848,5842741.97279774
613495.299211848,5842741.97279774
613495.696029433,5842742.32166447
613495.696029433,5842742.32166447
613496.0504527,5842742.58107041
613496.0504527,5842742.58107041
613496.0504527,5842742.58107041
613496.437776152,5842742.8494053
613496.437776152,5842742.8494053
613496.437776152,5842742.8494053
613496.816290335,5842743.14776683
613496.816290335,5842743.14776683
613497.174358707,5842743.43915949
613497.174358707,5842743.43915949
613497.174358707,5842743.43915949
613497.565526392,5842743.7405986
613497.565526392,5842743.7405986
613497.905187578,5842743.98593497
613497.905187578,5842743.98593497
613497.905187578,5842743.98593497
613498.300207914,5842744.28152892
613498.300207914,5842744.28152892
613498.631505403,5842744.51850923
613498.631505403,5842744.51850923
613498.631505403,5842744.51850923
613499.055123172,5842744.8674455
613499.055123172,5842744.8674455
613499.055123172,5842744.8674455
613499.409221333,5842745.11664303
613499.409221333,5842745.11664303
613499.763730949,5842745.40127574
613499.763730949,5842745.40127574
613499.763730949,5842745.40127574
613500.160257621,5842745.70951725
613500.160257621,5842745.70951725
613500.526031118,5842745.99404204
613500.526031118,5842745.99404204
613500.526031118,5842745.99404204
613500.925157326,5842745.98351439
613500.925157326,5842745.98351439
613501.246511229,5842746.26533294
613501.246511229,5842746.26533294
613501.246511229,5842746.26533294
613501.66353554,5842746.59760832
613501.66353554,5842746.59760832
613502.034325924,5842746.84571197
613502.034325924,5842746.84571197
613502.034325924,5842746.84571197
613502.424856429,5842747.10688875
613502.424856429,5842747.10688875
613502.789538751,5842747.38508212
613502.789538751,5842747.38508212
613502.789538751,5842747.38508212
613503.146257477,5842747.95131631
613503.146257477,5842747.95131631
613503.518476622,5842748.26362746
613503.518476622,5842748.26362746
613503.518476622,5842748.26362746
613503.951321001,5842748.26074981
613503.951321001,5842748.26074981
613504.314864608,5842748.53465082
613504.314864608,5842748.53465082
613504.314864608,5842748.53465082
613504.70769347,5842748.78419658
613504.70769347,5842748.78419658
613505.08123255,5842749.05443606
613505.08123255,5842749.05443606
613505.08123255,5842749.05443606
613505.462944414,5842749.27849786
613505.462944414,5842749.27849786
613505.462944414,5842749.27849786
613505.843474397,5842749.49529861
613505.843474397,5842749.49529861
613506.220350766,5842749.72388443
613506.220350766,5842749.72388443
613506.220350766,5842749.72388443
613506.587534658,5842749.97208971
613506.587534658,5842749.97208971
613506.905969743,5842750.15702304
613506.905969743,5842750.15702304
613506.905969743,5842750.15702304
613507.302724616,5842750.3879278
613507.302724616,5842750.3879278
613507.302724616,5842750.3879278
613507.742240964,5842750.62502425
613507.742240964,5842750.62502425
613508.171090679,5842750.85593653
613508.171090679,5842750.85593653
613508.171090679,5842750.85593653
613508.56126512,5842751.02622321
613508.56126512,5842751.02622321
613508.910557825,5842751.40402829
613508.910557825,5842751.40402829
613508.910557825,5842751.40402829
613509.248029739,5842751.21734525
613509.248029739,5842751.21734525
613509.641915397,5842750.75117162
613509.641915397,5842750.75117162
613509.641915397,5842750.75117162
613509.979945268,5842750.44412898
613509.979945268,5842750.44412898
613510.205010744,5842750.0990233
613510.205010744,5842750.0990233
613510.205010744,5842750.0990233
613510.41614149,5842749.79124352
613510.41614149,5842749.79124352
613510.653682928,5842749.40859244
613510.653682928,5842749.40859244
613510.653682928,5842749.40859244
613510.904457944,5842749.00417893
613510.904457944,5842749.00417893
613510.904457944,5842749.00417893
613511.144986303,5842748.59006701
613511.144986303,5842748.59006701
613511.418124919,5842748.20694878
613511.418124919,5842748.20694878
613511.418124919,5842748.20694878
613511.69713808,5842747.84715198
613511.69713808,5842747.84715198
613511.990020955,5842747.40940897
613511.990020955,5842747.40940897
613511.990020955,5842747.40940897
613512.256415231,5842747.04022934
613512.256415231,5842747.04022934
613512.54418588,5842746.64780815
613512.54418588,5842746.64780815
613512.54418588,5842746.64780815
613512.789541265,5842746.22954311
613512.789541265,5842746.22954311
613512.789541265,5842746.22954311
613513.03121289,5842745.84847236
613513.03121289,5842745.84847236
613513.331243303,5842745.45670841
613513.331243303,5842745.45670841
613513.331243303,5842745.45670841
613513.607399512,5842745.06494346
613513.607399512,5842745.06494346
613513.908360758,5842744.67672529
613513.908360758,5842744.67672529
613513.908360758,5842744.67672529
613514.190027814,5842744.28045219
613514.190027814,5842744.28045219
613514.491898217,5842743.887062
613514.491898217,5842743.887062
613514.491898217,5842743.887062
613514.751202014,5842743.51771694
613514.751202014,5842743.51771694
613515.033851987,5842743.15169911
613515.033851987,5842743.15169911
613515.033851987,5842743.15169911
613515.3562936,5842742.70685655
613515.3562936,5842742.70685655
613515.60202599,5842742.27728652
613515.60202599,5842742.27728652
613515.60202599,5842742.27728652
613515.859386181,5842741.88990514
613515.859386181,5842741.88990514
613515.859386181,5842741.88990514
613516.087608028,5842741.47717537
613516.087608028,5842741.47717537
613516.299163673,5842741.15122928
613516.299163673,5842741.15122928
613516.299163673,5842741.15122928
613516.600029881,5842740.68993224
613516.600029881,5842740.68993224
613516.808347198,5842740.26635119
613516.808347198,5842740.26635119
613516.808347198,5842740.26635119
613516.791298304,5842739.84381409
613516.791298304,5842739.84381409
613516.736596031,5842739.42781676
613516.736596031,5842739.42781676
613516.736596031,5842739.42781676
613516.516505672,5842739.10162214
613516.516505672,5842739.10162214
613516.516505672,5842739.10162214
613516.376279828,5842738.58161716
613516.376279828,5842738.58161716
613516.223824964,5842738.16574855
613516.223824964,5842738.16574855
613516.223824964,5842738.16574855
613516.03734426,5842737.72645763
613516.03734426,5842737.72645763
613515.897824089,5842737.24857176
613515.897824089,5842737.24857176
613515.897824089,5842737.24857176
613515.822714625,5842736.75160221
613515.822714625,5842736.75160221
613516.190091691,5842736.37420861
613516.190091691,5842736.37420861
613516.190091691,5842736.37420861
613516.485392064,5842736.19470222
613516.485392064,5842736.19470222
613516.485392064,5842736.19470222
613516.714380697,5842735.86007495
613516.714380697,5842735.86007495
613517.047684462,5842735.46129821
613517.047684462,5842735.46129821
613517.33744341,5842735.15257251
613517.33744341,5842735.15257251
613517.33744341,5842735.15257251
613517.631453111,5842734.73896774
613517.631453111,5842734.73896774
613517.631453111,5842734.73896774
613517.864974229,5842734.37421409
613517.864974229,5842734.37421409
613517.707535276,5842733.52069569
613517.707535276,5842733.52069569
613517.707535276,5842733.52069569
