AimAng1,AimAang2,Aimx,Aimy,Currentx1,Currenty1,Startx,Starty,Finishx,Finishy,dist,Set_SteerAng,Steerangle,Gogo,ToEndPoint,Qual,Steerangle1,Steerangle2
'-46,'-46,613515.439019718,5842713.81576921,613516.170483224,5842713.11789764,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438790757,5842713.81606335,613516.169366342,5842713.11750061,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438790757,5842713.81606335,613516.169366342,5842713.11750061,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438790757,5842713.81606335,613516.169366342,5842713.11750061,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437880699,5842713.81723248,613516.170318731,5842713.12011948,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437880699,5842713.81723248,613516.170318731,5842713.12011948,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437807412,5842713.81732663,613516.169872843,5842713.1199236,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437807412,5842713.81732663,613516.169872843,5842713.1199236,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437807412,5842713.81732663,613516.169872843,5842713.1199236,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438736162,5842713.81613349,613516.170691019,5842713.11864439,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438736162,5842713.81613349,613516.170691019,5842713.11864439,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437866802,5842713.81725033,613516.169543838,5842713.11954497,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437866802,5842713.81725033,613516.169543838,5842713.11954497,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437866802,5842713.81725033,613516.169543838,5842713.11954497,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.4391658,5842713.81558154,613516.169162875,5842713.11656849,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.4391658,5842713.81558154,613516.169162875,5842713.11656849,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439138501,5842713.81561661,613516.169825214,5842713.11714038,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439138501,5842713.81561661,613516.169825214,5842713.11714038,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439138501,5842713.81561661,613516.169825214,5842713.11714038,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438113961,5842713.81693281,613516.170219161,5842713.11956074,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438113961,5842713.81693281,613516.170219161,5842713.11956074,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439088209,5842713.81568122,613516.169933439,5842713.11732838,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439088209,5842713.81568122,613516.169933439,5842713.11732838,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439088209,5842713.81568122,613516.169933439,5842713.11732838,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439600725,5842713.8150228,613516.170842527,5842713.11697866,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439600725,5842713.8150228,613516.170842527,5842713.11697866,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437619644,5842713.81756785,613516.168868515,5842713.1195292,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437619644,5842713.81756785,613516.168868515,5842713.1195292,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437619644,5842713.81756785,613516.168868515,5842713.1195292,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438717471,5842713.8161575,613516.168920454,5842713.11730473,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438717471,5842713.8161575,613516.168920454,5842713.11730473,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437203409,5842713.81810257,613516.168959427,5842713.12045869,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437203409,5842713.81810257,613516.168959427,5842713.12045869,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437203409,5842713.81810257,613516.168959427,5842713.12045869,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438223646,5842713.8167919,613516.169781931,5842713.11899411,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438223646,5842713.8167919,613516.169781931,5842713.11899411,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439093005,5842713.81567506,613516.170929111,5842713.11809352,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439093005,5842713.81567506,613516.170929111,5842713.11809352,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439093005,5842713.81567506,613516.170929111,5842713.11809352,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438598687,5842713.8163101,613516.169578465,5842713.11806199,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438598687,5842713.8163101,613516.169578465,5842713.11806199,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438598687,5842713.8163101,613516.169578465,5842713.11806199,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438012885,5842713.81706266,613516.16822349,5842713.11821582,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438012885,5842713.81706266,613516.16822349,5842713.11821582,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437281,5842713.81800289,613516.168188863,5842713.11969881,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437281,5842713.81800289,613516.168188863,5842713.11969881,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437281,5842713.81800289,613516.168188863,5842713.11969881,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437322192,5842713.81794998,613516.168301417,5842713.11970144,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437322192,5842713.81794998,613516.168301417,5842713.11970144,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.439477146,5842713.81518156,613516.170504865,5842713.11697077,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439477146,5842713.81518156,613516.170504865,5842713.11697077,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439477146,5842713.81518156,613516.170504865,5842713.11697077,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439655814,5842713.81495203,613516.171729973,5842713.1175558,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439655814,5842713.81495203,613516.171729973,5842713.1175558,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437619644,5842713.81756785,613516.168868515,5842713.1195292,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437619644,5842713.81756785,613516.168868515,5842713.1195292,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437619644,5842713.81756785,613516.168868515,5842713.1195292,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438781659,5842713.81607504,613516.169587121,5842713.11769124,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438781659,5842713.81607504,613516.169587121,5842713.11769124,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438896139,5842713.81592797,613516.170145562,5842713.11788975,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438896139,5842713.81592797,613516.170145562,5842713.11788975,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438896139,5842713.81592797,613516.170145562,5842713.11788975,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437811716,5842713.8173211,613516.168656392,5842713.11896783,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437811716,5842713.8173211,613516.168656392,5842713.11896783,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438310335,5842713.81668053,613516.168790587,5842713.11804359,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438310335,5842713.81668053,613516.168790587,5842713.11804359,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438310335,5842713.81668053,613516.168790587,5842713.11804359,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437313094,5842713.81796166,613516.168522197,5842713.11989206,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437313094,5842713.81796166,613516.168522197,5842713.11989206,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437313094,5842713.81796166,613516.168522197,5842713.11989206,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438786454,5842713.81606888,613516.170582793,5842713.11845639,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438786454,5842713.81606888,613516.170582793,5842713.11845639,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.43813216,5842713.81690943,613516.169777602,5842713.11917948,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.43813216,5842713.81690943,613516.169777602,5842713.11917948,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.43813216,5842713.81690943,613516.169777602,5842713.11917948,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437509961,5842713.81770875,613516.169305746,5842713.12009583,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437509961,5842713.81770875,613516.169305746,5842713.12009583,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437267596,5842713.81802011,613516.169626094,5842713.12084521,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437267596,5842713.81802011,613516.169626094,5842713.12084521,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437267596,5842713.81802011,613516.169626094,5842713.12084521,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.43644853,5842713.81907235,613516.168370688,5842713.12155779,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.43644853,5842713.81907235,613516.168370688,5842713.12155779,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.439170595,5842713.81557538,613516.170158547,5842713.11733364,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439170595,5842713.81557538,613516.170158547,5842713.11733364,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439170595,5842713.81557538,613516.170158547,5842713.11733364,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438818548,5842713.81602765,613516.170916126,5842713.11864964,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438818548,5842713.81602765,613516.170916126,5842713.11864964,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439765498,5842713.81481112,613516.171292742,5842713.11698917,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439765498,5842713.81481112,613516.171292742,5842713.11698917,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439765498,5842713.81481112,613516.171292742,5842713.11698917,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.440611863,5842713.81372382,613516.17188581,5842713.1157047,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.440611863,5842713.81372382,613516.17188581,5842713.1157047,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439884282,5842713.81465853,613516.170634732,5842713.11623191,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439884282,5842713.81465853,613516.170634732,5842713.11623191,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439884282,5842713.81465853,613516.170634732,5842713.11623191,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.4391567,5842713.81559323,613516.169383655,5842713.11675912,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.4391567,5842713.81559323,613516.169383655,5842713.11675912,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.4391567,5842713.81559323,613516.169383655,5842713.11675912,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439769801,5842713.8148056,613516.170076291,5842713.1160334,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439769801,5842713.8148056,613516.170076291,5842713.1160334,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437532955,5842713.81767921,613516.169859858,5842713.12047972,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437532955,5842713.81767921,613516.169859858,5842713.12047972,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437532955,5842713.81767921,613516.169859858,5842713.12047972,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438804653,5842713.8160455,613516.170141234,5842713.11807513,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438804653,5842713.8160455,613516.170141234,5842713.11807513,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438937332,5842713.81587505,613516.170258116,5842713.11789238,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438937332,5842713.81587505,613516.170258116,5842713.11789238,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438937332,5842713.81587505,613516.170258116,5842713.11789238,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439801895,5842713.81476437,613516.170409625,5842713.11622665,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439801895,5842713.81476437,613516.170409625,5842713.11622665,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439912072,5842713.81462283,613516.172184517,5842713.11738094,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439912072,5842713.81462283,613516.172184517,5842713.11738094,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439912072,5842713.81462283,613516.172184517,5842713.11738094,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437889798,5842713.81722079,613516.170097951,5842713.11992886,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437889798,5842713.81722079,613516.170097951,5842713.11992886,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438269635,5842713.81673282,613516.170890156,5842713.11976188,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438269635,5842713.81673282,613516.170890156,5842713.11976188,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438269635,5842713.81673282,613516.170890156,5842713.11976188,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438557495,5842713.81636301,613516.169465911,5842713.11805936,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438557495,5842713.81636301,613516.169465911,5842713.11805936,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439125099,5842713.81563383,613516.171262444,5842713.11828678,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439125099,5842713.81563383,613516.171262444,5842713.11828678,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439125099,5842713.81563383,613516.171262444,5842713.11828678,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.4384938,5842713.81644484,613516.171011367,5842713.11939376,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.4384938,5842713.81644484,613516.171011367,5842713.11939376,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438694969,5842713.8161864,613516.170578465,5842713.11864176,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438694969,5842713.8161864,613516.170578465,5842713.11864176,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438694969,5842713.8161864,613516.170578465,5842713.11864176,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438356325,5842713.81662145,613516.169898813,5842713.11881136,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438356325,5842713.81662145,613516.169898813,5842713.11881136,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439051811,5842713.81572798,613516.170816557,5842713.1180909,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439051811,5842713.81572798,613516.170816557,5842713.1180909,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439051811,5842713.81572798,613516.170816557,5842713.1180909,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.440460985,5842713.81391765,613516.172210487,5842713.1162687,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.440460985,5842713.81391765,613516.172210487,5842713.1162687,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.43743237,5842713.81780843,613516.17007631,5842713.12085572,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.43743237,5842713.81780843,613516.17007631,5842713.12085572,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.43743237,5842713.81780843,613516.17007631,5842713.12085572,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.438045471,5842713.8170208,613516.170768946,5842713.12013,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438045471,5842713.8170208,613516.170768946,5842713.12013,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.438045471,5842713.8170208,613516.170768946,5842713.12013,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437354286,5842713.81790874,613516.168634751,5842713.11989469,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.437354286,5842713.81790874,613516.168634751,5842713.11989469,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
'-46,'-46,613515.439239579,5842713.81548676,613516.171820886,5842713.11848529,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439239579,5842713.81548676,613516.171820886,5842713.11848529,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.439239579,5842713.81548676,613516.171820886,5842713.11848529,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.7,4,-2.5,-37
'-46,'-46,613515.437606241,5842713.81758506,613516.170305746,5842713.1206756,613520.77424362,5842706.96174821,613494.14921488,5842741.16621824,0.15,-46,-37,0,35.6,4,-2.5,-37
