AimAng1,AimAang2,Aimx,Aimy,Currentx1,Currenty1,Startx,Starty,Finishx,Finishy,dist,Set_SteerAng,Steerangle,Gogo,ToEndPoint,Qual,Steerangle1,Steerangle2
'-123,'-123,613511.651816363,5842707.040133,613524.894023877,5842715.56675612,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.72,-123,0,0,40.6,4,0,0
'-123,'-123,613511.651816363,5842707.040133,613524.894023877,5842715.56675612,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.72,-123,-0.999999888,0,40.6,4,-0.06756756,-0.999999888
'-123,'-123,613511.6349928,5842707.06293719,613524.873288039,5842715.58667407,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.71,-123,-1.99999948,0,40.6,4,-0.1351351,-1.99999948
'-123,'-123,613511.6349928,5842707.06293719,613524.873288039,5842715.58667407,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.71,-123,-2.99999996,0,40.6,4,-0.2027027,-2.99999996
'-123,'-123,613511.635835514,5842707.06179489,613524.869785875,5842715.58232639,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.71,-123,-1.99999948,0,40.6,4,-0.1351351,-1.99999948
'-123,'-123,613511.635835514,5842707.06179489,613524.869785875,5842715.58232639,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.71,-123,-1.99999948,0,40.6,4,-0.1351351,-1.99999948
'-123,'-123,613511.630529082,5842707.06898772,613524.85735301,5842715.58426176,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.7,-123,-2.99999996,0,40.6,4,-0.2027027,-2.99999996
'-123,'-123,613511.646566077,5842707.04724971,613524.842292355,5842715.53958177,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-2.99999996,0,40.6,4,-0.2027027,-2.99999996
'-123,'-123,613511.646566077,5842707.04724971,613524.842292355,5842715.53958177,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.639746217,5842707.05649397,613524.841521821,5842715.55328886,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.639746217,5842707.05649397,613524.841521821,5842715.55328886,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641358552,5842707.05430847,613524.839495843,5842715.54841923,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641358552,5842707.05430847,613524.839495843,5842715.54841923,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.640147688,5842707.05594978,613524.840101908,5842715.55140096,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.640147688,5842707.05594978,613524.840101908,5842715.55140096,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64187254,5842707.05361176,613524.839963372,5842715.54768825,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64187254,5842707.05361176,613524.839963372,5842715.54768825,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641264386,5842707.05443611,613524.841816187,5842715.55032815,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641264386,5842707.05443611,613524.841816187,5842715.55032815,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.647241532,5842707.04633414,613524.846088885,5842715.54096874,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.647241532,5842707.04633414,613524.846088885,5842715.54096874,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.652013256,5842707.03986611,613524.847868084,5842715.53229301,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.652013256,5842707.03986611,613524.847868084,5842715.53229301,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64700697,5842707.04665208,613524.847738234,5842715.54267652,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64700697,5842707.04665208,613524.847738234,5842715.54267652,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.646714637,5842707.04704834,613524.838314004,5842715.53633581,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.646714637,5842707.04704834,613524.838314004,5842715.53633581,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.643617103,5842707.05124702,613524.843257734,5842715.54646686,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.643617103,5842707.05124702,613524.843257734,5842715.54646686,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.645178777,5842707.04913018,613524.84809322,5842715.54676524,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.645178777,5842707.04913018,613524.84809322,5842715.54676524,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64020309,5842707.05587468,613524.84519714,5842715.55504395,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64020309,5842707.05587468,613524.84519714,5842715.55504395,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.638649231,5842707.05798093,613524.843240439,5842715.556853,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.638649231,5842707.05798093,613524.843240439,5842715.556853,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641473791,5842707.05415226,613524.839833504,5842715.54842711,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.637500924,5842707.05953745,613524.837539151,5842715.5550506,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.637500924,5842707.05953745,613524.837539151,5842715.5550506,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.67,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.640963886,5842707.05484343,613524.837041302,5842715.54743454,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64154008,5842707.05406241,613524.838729609,5842715.54747397,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.64154008,5842707.05406241,613524.838729609,5842715.54747397,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641308243,5842707.05437666,613524.838829177,5842715.54803271,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.641308243,5842707.05437666,613524.838829177,5842715.54803271,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.640912216,5842707.05491347,613524.837149527,5842715.54762254,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.640912216,5842707.05491347,613524.837149527,5842715.54762254,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.639097279,5842707.0573736,613524.837283733,5842715.55152063,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.642071409,5842707.0533422,613524.836651687,5842715.54482881,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.619507631,5842707.0839272,613524.81597215,5842715.57680389,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.66,-123,-4.00000044,0,40.6,4,-0.2702703,-4.00000044
'-123,'-123,613511.4765379,5842707.2777214,613524.666288933,5842715.76564528,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.65,-123,-8.99999988,0,40.3,4,-0.6081081,-8.99999988
'-123,'-123,613511.4765379,5842707.2777214,613524.666288933,5842715.76564528,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.65,-123,-17.9999968,0,40.3,4,-1.216216,-17.9999968
'-123,'-123,613511.26162191,5842707.56903812,613524.393030419,5842716.01392039,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.58,-123,-22.9999992,0,40,4,-1.554054,-22.9999992
'-123,'-123,613511.26162191,5842707.56903812,613524.393030419,5842716.01392039,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.58,-123,-22.9999992,0,40,4,-1.554054,-22.9999992
'-123,'-123,613511.063132881,5842707.83808824,613524.06587149,5842716.18804559,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.42,-123,-35.000002,0,39.6,4,-2.364865,-35.000002
'-123,'-123,613511.063132881,5842707.83808824,613524.06587149,5842716.18804559,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.42,-123,-40.999996,0,39.6,4,-2.77027,-40.999996
'-123,'-123,613510.888294115,5842708.07508064,613523.72700686,5842716.30402955,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.22,-123,-47.0000048,0,39.3,4,-3.175676,-47.0000048
'-123,'-123,613510.888294115,5842708.07508064,613523.72700686,5842716.30402955,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,15.22,-123,-54.0000052,0,39.3,4,-3.648649,-54.0000052
'-123,'-123,613510.727475186,5842708.29306927,613523.334458256,5842716.35106194,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,14.93,-123,-59.9999992,0,38.9,4,-4.054054,-59.9999992
'-123,'-123,613510.727475186,5842708.29306927,613523.334458256,5842716.35106194,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,14.93,-123,-65.9999932,0,38.9,4,-4.459459,-65.9999932
'-122,'-122,613510.620200744,5842708.43847883,613522.939389919,5842716.28415443,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,14.57,-122,-65.9999932,0,38.6,4,-4.459459,-65.9999932
'-122,'-122,613510.620200744,5842708.43847883,613522.939389919,5842716.28415443,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,14.57,-122,-80.0000088,0,38.6,4,-5.405406,-80.0000088
'-122,'-122,613510.568610988,5842708.50840829,613522.583641597,5842716.12969396,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,14.19,-122,-86.0000028,0,38.5,4,-5.810811,-86.0000028
'-122,'-122,613510.568610988,5842708.50840829,613522.583641597,5842716.12969396,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,14.19,-122,-93.0000032,0,38.5,4,-6.283784,-93.0000032
'-122,'-122,613510.564724142,5842708.51367687,613522.268490373,5842715.90533037,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,13.81,-122,-98.0000056,0,38.3,4,-6.621622,-98.0000056
'-122,'-122,613510.564724142,5842708.51367687,613522.268490373,5842715.90533037,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,13.81,-122,-104.9999912,0,38.3,4,-7.094594,-104.9999912
'-122,'-122,613510.590031885,5842708.47937245,613521.994486119,5842715.65021152,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,13.43,-122,-109.9999936,0,38.3,4,-7.432432,-109.9999936
'-122,'-122,613510.590031885,5842708.47937245,613521.994486119,5842715.65021152,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,13.43,-122,-114.999996,0,38.3,4,-7.77027,-114.999996
'-122,'-122,613510.620285073,5842708.43836452,613521.689278366,5842715.36172065,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,13.02,-122,-119.0000068,0,38.2,4,-8.040541,-119.0000068
'-122,'-122,613510.620285073,5842708.43836452,613521.689278366,5842715.36172065,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,13.02,-122,-121.9999964,0,38.2,4,-8.243243,-121.9999964
'-122,'-122,613510.634806243,5842708.41868121,613521.335378048,5842715.07023807,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,12.56,-122,-123.0000028,0,38.1,4,-8.310811,-123.0000028
'-122,'-122,613510.634806243,5842708.41868121,613521.335378048,5842715.07023807,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,12.56,-122,-123.0000028,0,38.1,4,-8.310811,-123.0000028
'-122,'-122,613510.634806243,5842708.41868121,613521.335378048,5842715.07023807,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,12.56,-122,-121.9999964,0,38.1,4,-8.243243,-121.9999964
'-122,'-122,613510.611521408,5842708.45024359,613520.977668386,5842714.8550819,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,12.14,-122,-121.9999964,0,38,4,-8.243243,-121.9999964
'-122,'-122,613510.611521408,5842708.45024359,613520.977668386,5842714.8550819,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,12.14,-122,-119.9999984,0,38,4,-8.108108,-119.9999984
'-122,'-122,613510.582198923,5842708.48998996,613520.576824543,5842714.62074211,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,11.68,-122,-119.9999984,0,37.8,4,-8.108108,-119.9999984
'-122,'-122,613510.582198923,5842708.48998996,613520.576824543,5842714.62074211,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,11.68,-122,-119.9999984,0,37.8,4,-8.108108,-119.9999984
'-121,'-121,613510.549234968,5842708.53467231,613520.197504489,5842714.40990372,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,11.25,-121,-119.0000068,0,37.6,4,-8.040541,-119.0000068
'-121,'-121,613510.549234968,5842708.53467231,613520.197504489,5842714.40990372,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,11.25,-121,-119.0000068,0,37.6,4,-8.040541,-119.0000068
'-121,'-121,613510.517836075,5842708.57723323,613519.806413832,5842714.18710565,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,10.81,-121,-117.0000088,0,37.4,4,-7.905406,-117.0000088
'-121,'-121,613510.517836075,5842708.57723323,613519.806413832,5842714.18710565,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,10.81,-121,-117.0000088,0,37.4,4,-7.905406,-117.0000088
'-121,'-121,613510.438374541,5842708.68494264,613519.418327781,5842714.06713041,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,10.42,-121,-111.9999916,0,37.2,4,-7.567567,-111.9999916
'-121,'-121,613510.438374541,5842708.68494264,613519.418327781,5842714.06713041,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,10.42,-121,-107.9999956,0,37.2,4,-7.297297,-107.9999956
'-121,'-121,613510.285606204,5842708.89201877,613518.963172935,5842714.05112392,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,10.05,-121,-100.9999952,0,36.9,4,-6.824324,-100.9999952
'-121,'-121,613510.285606204,5842708.89201877,613518.963172935,5842714.05112392,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,10.05,-121,-95.0000012,0,36.9,4,-6.418919,-95.0000012
'-121,'-121,613510.098847678,5842709.14516829,613518.551996682,5842714.13871152,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.77,-121,-89.9999988,0,36.5,4,-6.081081,-89.9999988
'-120,'-120,613509.863362646,5842709.46436617,613518.118773166,5842714.31202982,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.52,-120,-83.99999,0,36,4,-5.675675,-83.99999
'-120,'-120,613509.863362646,5842709.46436617,613518.118773166,5842714.31202982,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.52,-120,-77.0000044,0,36,4,-5.202703,-77.0000044
'-120,'-120,613509.625386179,5842709.78694116,613517.733809448,5842714.52616644,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.34,-120,-70.9999956,0,35.6,4,-4.797297,-70.9999956
'-120,'-120,613509.625386179,5842709.78694116,613517.733809448,5842714.52616644,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.34,-120,-66.9999996,0,35.6,4,-4.527027,-66.9999996
'-120,'-120,613509.355497269,5842710.15277319,613517.352958554,5842714.81013737,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.2,-120,-63.0000036,0,35.1,4,-4.256757,-63.0000036
'-120,'-120,613509.355497269,5842710.15277319,613517.352958554,5842714.81013737,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.2,-120,-58.9999928,0,35.1,4,-3.986486,-58.9999928
'-120,'-120,613509.08887414,5842710.51417848,613517.025293834,5842715.12650984,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.12,-120,-56.0000032,0,34.7,4,-3.783784,-56.0000032
'-120,'-120,613509.08887414,5842710.51417848,613517.025293834,5842715.12650984,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.12,-120,-52.0000072,0,34.7,4,-3.513514,-52.0000072
'-120,'-120,613508.867587961,5842710.81412994,613516.766343102,5842715.39867465,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.08,-120,-49.0000028,0,34.3,4,-3.310811,-49.0000028
'-120,'-120,613508.867587961,5842710.81412994,613516.766343102,5842715.39867465,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,9.08,-120,-47.0000048,0,34.3,4,-3.175676,-47.0000048
'-120,'-120,613508.648673895,5842711.11086601,613516.431781984,5842715.61009328,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.93,-120,-49.9999944,0,33.9,4,-3.378378,-49.9999944
'-120,'-120,613508.428138997,5842711.40979912,613516.111424373,5842715.83538317,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.81,-120,-52.0000072,0,33.5,4,-3.513514,-52.0000072
'-120,'-120,613508.428138997,5842711.40979912,613516.111424373,5842715.83538317,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.81,-120,-51.0000008,0,33.5,4,-3.445946,-51.0000008
'-120,'-120,613508.231701677,5842711.67606816,613515.817798203,5842716.02995212,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.69,-120,-52.0000072,0,33.2,4,-3.513514,-52.0000072
'-120,'-120,613508.231701677,5842711.67606816,613515.817798203,5842716.02995212,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.69,-120,-56.0000032,0,33.2,4,-3.783784,-56.0000032
'-120,'-120,613508.059555704,5842711.9094105,613515.484487872,5842716.14439707,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.49,-120,-56.0000032,0,32.8,4,-3.783784,-56.0000032
'-120,'-120,613508.059555704,5842711.9094105,613515.484487872,5842716.14439707,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.49,-120,-56.0000032,0,32.8,4,-3.783784,-56.0000032
'-120,'-120,613507.862615957,5842712.17636059,613515.110463472,5842716.28070473,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.27,-120,-59.9999992,0,32.4,4,-4.054054,-59.9999992
'-120,'-120,613507.862615957,5842712.17636059,613515.110463472,5842716.28070473,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.27,-120,-63.0000036,0,32.4,4,-4.256757,-63.0000036
'-119,'-119,613507.722994633,5842712.36561606,613514.798200524,5842716.34259557,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.05,-119,-65.9999932,0,32.2,4,-4.459459,-65.9999932
'-119,'-119,613507.722994633,5842712.36561606,613514.798200524,5842716.34259557,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,8.05,-119,-65.9999932,0,32.2,4,-4.459459,-65.9999932
'-119,'-119,613507.647302855,5842712.46821559,613514.476720584,5842716.26386735,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,7.75,-119,-65.9999932,0,31.9,4,-4.459459,-65.9999932
'-119,'-119,613507.581479139,5842712.55743905,613514.098478626,5842716.12260739,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,7.36,-119,-65.9999932,0,31.7,4,-4.459459,-65.9999932
'-119,'-119,613507.581479139,5842712.55743905,613514.098478626,5842716.12260739,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,7.36,-119,-95.0000012,0,31.7,4,-6.418919,-95.0000012
'-118,'-118,613507.545257603,5842712.60653703,613513.74180782,5842715.93529713,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,6.96,-118,-100.9999952,0,31.6,4,-6.824324,-100.9999952
'-118,'-118,613507.545257603,5842712.60653703,613513.74180782,5842715.93529713,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,6.96,-118,2.3999976,0,31.6,4,0.162162,2.3999976
'-118,'-118,613507.557074147,5842712.5905198,613513.425417959,5842715.67714892,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,6.55,-118,-111,0,31.5,4,-7.5,-111
'-118,'-118,613507.557074147,5842712.5905198,613513.425417959,5842715.67714892,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,6.55,-118,-114.0000044,0,31.5,4,-7.702703,-114.0000044
'-117,'-117,613507.551290343,5842712.5983597,613513.098218695,5842715.44786778,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,6.16,-117,-114.0000044,0,31.3,4,-7.702703,-114.0000044
'-117,'-117,613507.551290343,5842712.5983597,613513.098218695,5842715.44786778,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,6.16,-117,-114.0000044,0,31.3,4,-7.702703,-114.0000044
'-117,'-117,613507.499491727,5842712.66857226,613512.721868281,5842715.27864551,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,5.75,-117,-116.0000024,0,31.2,4,-7.837838,-116.0000024
'-117,'-117,613507.499491727,5842712.66857226,613512.721868281,5842715.27864551,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,5.75,-117,-116.0000024,0,31.2,4,-7.837838,-116.0000024
'-116,'-116,613507.486142191,5842712.68666744,613512.364192815,5842715.04271769,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,5.32,-116,-117.0000088,0,31,4,-7.905406,-117.0000088
'-116,'-116,613507.486142191,5842712.68666744,613512.364192815,5842715.04271769,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,5.32,-116,-116.0000024,0,31,4,-7.837838,-116.0000024
'-115,'-115,613507.426524588,5842712.76747857,613511.962335905,5842714.87104521,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,4.9,-115,-117.0000088,0,30.8,4,-7.905406,-117.0000088
'-115,'-115,613507.426524588,5842712.76747857,613511.962335905,5842714.87104521,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,4.9,-115,-117.0000088,0,30.8,4,-7.905406,-117.0000088
'-114,'-114,613507.392984669,5842712.81294164,613511.566270924,5842714.64905904,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,4.45,-114,-116.0000024,0,30.6,4,-7.837838,-116.0000024
'-114,'-114,613507.392984669,5842712.81294164,613511.566270924,5842714.64905904,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,4.45,-114,-116.0000024,0,30.6,4,-7.837838,-116.0000024
'-112,'-112,613507.342908401,5842712.88081958,613511.154465796,5842714.45007514,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,4,-112,-114.0000044,0,30.4,4,-7.702703,-114.0000044
'-112,'-112,613507.342908401,5842712.88081958,613511.154465796,5842714.45007514,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,4,-112,-112.999998,0,30.4,4,-7.635135,-112.999998
'-111,'-111,613507.285352125,5842712.9588366,613510.780717034,5842714.29482432,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,3.61,-111,-111.9999916,0,30.2,4,-7.567567,-111.9999916
'-111,'-111,613507.285352125,5842712.9588366,613510.780717034,5842714.29482432,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,3.61,-111,-109.9999936,0,30.2,4,-7.432432,-109.9999936
'-109,'-109,613507.19976754,5842713.07484574,613510.383258554,5842714.18075163,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,3.22,-109,-109.000002,0,30,4,-7.364865,-109.000002
'-109,'-109,613507.19976754,5842713.07484574,613510.383258554,5842714.18075163,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,3.22,-109,-107.9999956,0,30,4,-7.297297,-107.9999956
'-107,'-107,613507.115882293,5842713.18855146,613509.992856325,5842714.06832751,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,2.84,-107,-107.9999956,0,29.7,4,-7.297297,-107.9999956
'-107,'-107,613507.115882293,5842713.18855146,613509.992856325,5842714.06832751,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,2.84,-107,-104.9999912,0,29.7,4,-7.094594,-104.9999912
'-104,'-104,613507.022072507,5842713.31570979,613509.58869226,5842713.96652509,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,2.45,-104,-103.9999996,0,29.5,4,-7.027027,-103.9999996
'-104,'-104,613507.022072507,5842713.31570979,613509.58869226,5842713.96652509,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,2.45,-104,-102.0000016,0,29.5,4,-6.891892,-102.0000016
'-101,'-101,613506.9125776,5842713.46412917,613509.182446097,5842713.8960192,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,2.08,-101,-100.0000036,0,29.2,4,-6.756757,-100.0000036
'-96,'-96,613506.810451535,5842713.60256014,613508.79415658,5842713.82333596,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,1.73,-96,-98.9999972,0,28.9,4,-6.689189,-98.9999972
'-96,'-96,613506.810451535,5842713.60256014,613508.79415658,5842713.82333596,613507.274766662,5842712.9731851,613489.830359472,5842736.61892455,1.73,-96,-98.0000056,0,28.9,4,-6.621622,-98.0000056
