Aimx,Aimy,Currentx1,Currenty1,Startx,Starty,Finishx,Finishy,dist,ss
613522.082296226,5842712.52423769,613522.062680278,5842713.77628992,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.75,0
613522.082296226,5842712.52423769,613522.062680278,5842713.77628992,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.75,0
613522.344878888,5842712.18695782,613522.249748122,5842713.38021947,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.66,0
613522.344878888,5842712.18695782,613522.249748122,5842713.38021947,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.66,0
613522.591257074,5842711.87049214,613522.527629919,5842713.0882803,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.7,0
613522.591257074,5842711.87049214,613522.527629919,5842713.0882803,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.7,0
613522.836592032,5842711.55536645,613522.820836428,5842712.81042408,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.76,0
613522.836592032,5842711.55536645,613522.820836428,5842712.81042408,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.76,0
613523.104524914,5842711.21121438,613523.033817759,5842712.42349055,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.69,0
613523.104524914,5842711.21121438,613523.033817759,5842712.42349055,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.69,0
613523.378416193,5842710.85940892,613523.255708184,5842712.03120084,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.62,0
613523.378416193,5842710.85940892,613523.255708184,5842712.03120084,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.62,0
613523.615475915,5842710.55491254,613523.54841267,5842711.7700256,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.69,0
613523.615475915,5842710.55491254,613523.54841267,5842711.7700256,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.69,0
613523.902495111,5842710.18624465,613523.865601807,5842711.42484593,613497.705257538,5842743.83584174,613524.964241089,5842708.82246252,0.73,-27.2589835509425
613524.137764001,5842708.45543658,613524.089513972,5842711.02796661,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,2.37,0
613524.137764001,5842708.45543658,613524.089513972,5842711.02796661,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,2.37,0
613524.189920745,5842708.4785986,613524.319737892,5842710.65015304,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,1.93,0
613524.189920745,5842708.4785986,613524.319737892,5842710.65015304,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,1.93,0
613524.27363622,5842708.51577537,613524.580671791,5842710.28826547,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,1.5,0
613524.27363622,5842708.51577537,613524.580671791,5842710.28826547,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,1.5,0
613524.338228864,5842708.54445999,613524.821718295,5842709.91960739,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,1.06,0
613524.338228864,5842708.54445999,613524.821718295,5842709.91960739,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,1.06,0
613524.280204319,5842708.51869217,613524.923994421,5842709.53287099,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.67,0
613524.280204319,5842708.51869217,613524.923994421,5842709.53287099,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.67,0
613524.162443016,5842708.46639616,613524.976274854,5842709.09767125,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.25,0
613524.162443016,5842708.46639616,613524.976274854,5842709.09767125,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.25,0
613523.951473383,5842708.37270775,613524.920637652,5842708.65420185,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.14,0
613523.951473383,5842708.37270775,613524.920637652,5842708.65420185,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.14,0
613523.674567272,5842708.24973794,613524.752061323,5842708.28729266,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.4,0
613523.674567272,5842708.24973794,613524.752061323,5842708.28729266,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.4,0
613523.437943924,5842708.1446571,613524.528745258,5842708.15224618,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.44,0
613523.437943924,5842708.1446571,613524.528745258,5842708.15224618,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.44,0
613523.052736537,5842707.97359235,613524.15447682,5842707.95654886,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.46,0
613523.052736537,5842707.97359235,613524.15447682,5842707.95654886,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.46,0
613522.663550542,5842707.80076075,613523.775004896,5842707.76184291,613524.964241089,5842708.82246252,613521.002726991,5842707.06321421,0.49,3.96151409798767
613521.095541302,5842706.94393652,613523.775004896,5842707.76184291,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,2.62,0
613521.046365572,5842707.00713332,613523.394848962,5842707.56749196,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,2.2,0
613521.046365572,5842707.00713332,613523.394848962,5842707.56749196,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,2.2,0
613521.052294559,5842706.99951385,613522.903376584,5842707.17282638,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,1.57,0
613521.052294559,5842706.99951385,613522.903376584,5842707.17282638,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,1.57,0
613521.093502047,5842706.94655721,613522.619410683,5842706.86684049,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,1.16,0
613521.093502047,5842706.94655721,613522.619410683,5842706.86684049,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,1.16,0
613521.086775685,5842706.95520141,613522.285505545,5842706.62089496,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.74,0
613521.086775685,5842706.95520141,613522.285505545,5842706.62089496,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.74,0
613520.98827274,5842707.08178968,613521.874700346,5842706.50446948,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.35,0
613520.98827274,5842707.08178968,613521.874700346,5842706.50446948,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.35,0
613520.856370201,5842707.2513005,613521.499146452,5842706.48438631,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.04,0
613520.856370201,5842707.2513005,613521.499146452,5842706.48438631,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.04,0
613520.745273265,5842707.39407359,613521.215605558,5842706.49297448,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.18,0
613520.745273265,5842707.39407359,613521.215605558,5842706.49297448,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.18,0
613520.6167447,5842707.55924844,613520.974597301,5842706.57062478,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.32,0
613520.6167447,5842707.55924844,613520.974597301,5842706.57062478,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.32,0
613520.48814854,5842707.72451016,613520.795082652,5842706.69626497,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.39,0
613520.48814854,5842707.72451016,613520.795082652,5842706.69626497,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.39,0
613520.339636321,5842707.91536643,613520.598477199,5842706.84969815,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.45,0
613520.339636321,5842707.91536643,613520.598477199,5842706.84969815,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.45,0
613520.129629165,5842708.18525119,613520.305278922,5842707.05484887,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613520.129629165,5842708.18525119,613520.305278922,5842707.05484887,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613519.935940186,5842708.43416511,613520.098461647,5842707.29354718,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613519.935940186,5842708.43416511,613520.098461647,5842707.29354718,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613519.706775297,5842708.72866988,613519.878462781,5842707.59518437,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613519.706775297,5842708.72866988,613519.878462781,5842707.59518437,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613519.510010762,5842708.98153626,613519.700589333,5842707.86275059,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613519.510010762,5842708.98153626,613519.700589333,5842707.86275059,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613519.332894774,5842709.20915186,613519.515239575,5842708.0839592,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613519.332894774,5842709.20915186,613519.515239575,5842708.0839592,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613519.133005626,5842709.46603375,613519.329807732,5842708.35209084,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.53,0
613519.133005626,5842709.46603375,613519.329807732,5842708.35209084,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.53,0
613518.927853624,5842709.72967904,613519.112051226,5842708.60592811,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.927853624,5842709.72967904,613519.112051226,5842708.60592811,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.755610065,5842709.95103298,613518.940757784,5842708.82802137,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.755610065,5842709.95103298,613518.940757784,5842708.82802137,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.582986807,5842710.17287488,613518.768672151,5842709.05028161,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.582986807,5842710.17287488,613518.768672151,5842709.05028161,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.37650484,5842710.43822934,613518.562023952,5842709.31550673,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.37650484,5842710.43822934,613518.562023952,5842709.31550673,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613518.144011538,5842710.73701153,613518.30614213,5842709.59608946,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613518.144011538,5842710.73701153,613518.30614213,5842709.59608946,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613517.872575734,5842711.08583958,613518.041117745,5842709.94990646,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613517.872575734,5842711.08583958,613518.041117745,5842709.94990646,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613517.606167124,5842711.42820707,613517.781972157,5842710.29792558,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613517.606167124,5842711.42820707,613517.781972157,5842710.29792558,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613517.378026792,5842711.72139517,613517.561579616,5842710.59714251,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613517.378026792,5842711.72139517,613517.561579616,5842710.59714251,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613517.128368252,5842712.04223678,613517.30964177,5842710.91621051,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613517.128368252,5842712.04223678,613517.30964177,5842710.91621051,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613516.852627577,5842712.39659711,613517.034569928,5842711.27109129,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613516.852627577,5842712.39659711,613517.034569928,5842711.27109129,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.55,0
613516.567826841,5842712.76260072,613516.717039276,5842711.61162656,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613516.567826841,5842712.76260072,613516.717039276,5842711.61162656,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613516.295797614,5842713.11219139,613516.414270488,5842711.93729766,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613516.295797614,5842713.11219139,613516.414270488,5842711.93729766,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613516.041811885,5842713.43859397,613516.158367445,5842712.2622083,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613516.041811885,5842713.43859397,613516.158367445,5842712.2622083,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613515.801246933,5842713.74774922,613515.91482365,5842712.5690456,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613515.801246933,5842713.74774922,613515.91482365,5842712.5690456,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613515.570202292,5842714.0446697,613515.694846929,5842712.87457844,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613515.570202292,5842714.0446697,613515.694846929,5842712.87457844,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613515.32131941,5842714.3645145,613515.4718141,5842713.2145381,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613515.32131941,5842714.3645145,613515.4718141,5842713.2145381,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613515.079360808,5842714.67546075,613515.243136218,5842713.53581857,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613515.079360808,5842714.67546075,613515.243136218,5842713.53581857,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613514.844490154,5842714.97729813,613515.04808604,5842713.86864171,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.52,0
613514.844490154,5842714.97729813,613515.04808604,5842713.86864171,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.52,0
613514.587737229,5842715.30725689,613514.791499226,5842714.19872973,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.52,0
613514.587737229,5842715.30725689,613514.791499226,5842714.19872973,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.52,0
613514.324829192,5842715.64512572,613514.498674374,5842714.5133192,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613514.324829192,5842715.64512572,613514.498674374,5842714.5133192,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613514.038422501,5842716.01319318,613514.17454238,5842714.85203122,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.61,0
613514.038422501,5842716.01319318,613514.17454238,5842714.85203122,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.61,0
613513.76983641,5842716.358359,613513.860544481,5842715.16186046,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613513.76983641,5842716.358359,613513.860544481,5842715.16186046,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613513.462184319,5842716.75372939,613513.537066442,5842715.5449161,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613513.462184319,5842716.75372939,613513.537066442,5842715.5449161,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613513.176283903,5842717.12114622,613513.247246288,5842715.90928284,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.69,0
613513.176283903,5842717.12114622,613513.247246288,5842715.90928284,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.69,0
613512.90122931,5842717.47462485,613512.97110141,5842716.26191309,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.69,0
613512.90122931,5842717.47462485,613512.97110141,5842716.26191309,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.69,0
613512.640989741,5842717.80906438,613512.748969455,5842716.62600553,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613512.640989741,5842717.80906438,613512.748969455,5842716.62600553,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613512.383990206,5842718.13934006,613512.546015001,5842716.99833566,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613512.383990206,5842718.13934006,613512.546015001,5842716.99833566,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.57,0
613512.121358066,5842718.47685433,613512.268688298,5842717.32441555,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613512.121358066,5842718.47685433,613512.268688298,5842717.32441555,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613511.826721321,5842718.85549841,613511.975136819,5842717.70390412,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613511.826721321,5842718.85549841,613511.975136819,5842717.70390412,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.59,0
613511.550939022,5842719.20991223,613511.643433671,5842718.01480389,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613511.550939022,5842719.20991223,613511.643433671,5842718.01480389,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613511.274744562,5842719.56485573,613511.356063922,5842718.36105149,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613511.274744562,5842719.56485573,613511.356063922,5842718.36105149,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613511.009311132,5842719.90597,613511.105482,5842718.71372226,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613511.009311132,5842719.90597,613511.105482,5842718.71372226,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613510.7515841,5842720.23718061,613510.84918142,5842719.04604284,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.65,0
613510.7515841,5842720.23718061,613510.84918142,5842719.04604284,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.65,0
613510.496414779,5842720.56510424,613510.603066999,5842719.38101243,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613510.496414779,5842720.56510424,613510.603066999,5842719.38101243,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613510.215264351,5842720.92641676,613510.338026462,5842719.75486064,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613510.215264351,5842720.92641676,613510.338026462,5842719.75486064,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613509.928083144,5842721.29547957,613510.045934071,5842720.12010188,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613509.928083144,5842721.29547957,613510.045934071,5842720.12010188,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613509.928083144,5842721.29547957,613510.045934071,5842720.12010188,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613509.643268377,5842721.66150122,613509.773088456,5842720.49543715,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.61,0
613509.643268377,5842721.66150122,613509.773088456,5842720.49543715,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.61,0
613509.373949147,5842722.00760921,613509.49345484,5842720.83351914,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613509.373949147,5842722.00760921,613509.49345484,5842720.83351914,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613509.085537384,5842722.37825343,613509.198981635,5842721.19944674,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613509.085537384,5842722.37825343,613509.198981635,5842721.19944674,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613508.82650599,5842722.7111403,613508.933218119,5842721.5270951,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613508.82650599,5842722.7111403,613508.933218119,5842721.5270951,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613508.520451542,5842723.10445752,613508.62319973,5842721.91732783,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.65,0
613508.520451542,5842723.10445752,613508.62319973,5842721.91732783,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.65,0
613508.14665174,5842723.58483576,613508.337848796,5842722.46653136,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613508.14665174,5842723.58483576,613508.337848796,5842722.46653136,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.54,0
613507.954683805,5842723.83153793,613508.092734017,5842722.67187803,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.6,0
613507.954683805,5842723.83153793,613508.092734017,5842722.67187803,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.6,0
613507.728490269,5842724.12222415,613507.851862061,5842722.95114244,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613507.728490269,5842724.12222415,613507.851862061,5842722.95114244,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613507.498761179,5842724.417454,613507.611154675,5842723.23782967,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613507.498761179,5842724.417454,613507.611154675,5842723.23782967,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613507.267508221,5842724.7146422,613507.361858589,5842723.52097786,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613507.267508221,5842724.7146422,613507.361858589,5842723.52097786,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613507.00801543,5842725.04812202,613507.10171437,5842723.85395078,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613507.00801543,5842725.04812202,613507.10171437,5842723.85395078,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613506.732552904,5842725.40212489,613506.814379897,5842724.19871566,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.67,0
613506.732552904,5842725.40212489,613506.814379897,5842724.19871566,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.67,0
613506.453862727,5842725.76027569,613506.543041169,5842724.56258689,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.67,0
613506.453862727,5842725.76027569,613506.543041169,5842724.56258689,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.67,0
613506.192740814,5842726.09584913,613506.273529115,5842724.89163166,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613506.192740814,5842726.09584913,613506.273529115,5842724.89163166,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613505.92708907,5842726.43724396,613506.034882943,5842725.25404051,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613505.92708907,5842726.43724396,613506.034882943,5842725.25404051,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613505.663085947,5842726.77652011,613505.768552811,5842725.59150592,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613505.663085947,5842726.77652011,613505.768552811,5842725.59150592,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613505.396055774,5842727.11968638,613505.511149156,5842725.94216294,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613505.396055774,5842727.11968638,613505.511149156,5842725.94216294,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613505.126856932,5842727.46563966,613505.246342968,5842726.29153431,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613505.126856932,5842727.46563966,613505.246342968,5842726.29153431,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613504.846670309,5842727.82571358,613504.965753408,5842726.65129468,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613504.846670309,5842727.82571358,613504.965753408,5842726.65129468,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.63,0
613504.567978763,5842728.18386614,613504.678930106,5842727.00311963,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613504.567978763,5842728.18386614,613504.678930106,5842727.00311963,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613504.294848457,5842728.53487183,613504.386176042,5842727.33885535,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613504.294848457,5842728.53487183,613504.386176042,5842727.33885535,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613504.020466894,5842728.88748553,613504.114820291,5842727.69382355,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613504.020466894,5842728.88748553,613504.114820291,5842727.69382355,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.66,0
613503.765260623,5842729.21545666,613503.862953504,5842728.02439325,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.65,0
613503.765260623,5842729.21545666,613503.862953504,5842728.02439325,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.65,0
613503.490596327,5842729.56843371,613503.600654104,5842728.38699188,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613503.490596327,5842729.56843371,613503.600654104,5842728.38699188,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613503.200910745,5842729.94071494,613503.329238057,5842728.7734893,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613503.200910745,5842729.94071494,613503.329238057,5842728.7734893,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613502.984852819,5842730.21837568,613503.28660883,5842729.18610122,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.4,0
613502.984852819,5842730.21837568,613503.28660883,5842729.18610122,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.4,0
613502.446949785,5842730.90964655,613502.812655104,5842729.92713338,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.31,0
613502.446949785,5842730.90964655,613502.812655104,5842729.92713338,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.31,0
613502.300300378,5842731.09810889,613502.577648546,5842730.0468418,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.43,0
613502.300300378,5842731.09810889,613502.577648546,5842730.0468418,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.43,0
613502.033154459,5842731.44142391,613502.204435909,5842730.30762245,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613502.033154459,5842731.44142391,613502.204435909,5842730.30762245,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.56,0
613501.778321641,5842731.7689151,613501.884785878,5842730.58467701,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613501.778321641,5842731.7689151,613501.884785878,5842730.58467701,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.64,0
613501.508395936,5842732.11580249,613501.57327028,5842730.89920178,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.7,0
613501.508395936,5842732.11580249,613501.57327028,5842730.89920178,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.7,0
613501.237125477,5842732.46441805,613501.310910545,5842731.2547511,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613501.237125477,5842732.46441805,613501.310910545,5842731.2547511,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.68,0
613500.974313098,5842732.80216394,613501.060122149,5842731.6018533,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.67,0
613500.974313098,5842732.80216394,613501.060122149,5842731.6018533,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.67,0
613500.69622509,5842733.15954088,613500.819671652,5842731.98851735,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613500.69622509,5842733.15954088,613500.819671652,5842731.98851735,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.62,0
613500.438472357,5842733.49078452,613500.57951961,5842732.33345673,613521.002726991,5842707.06321421,613494.349144922,5842741.31631147,0.6,0
