Aimx,Aimy,Currentx1,Currenty1,Startx,Starty,Finishx,Finishy,dist,ss
613501.987232713,5842720.64003529,613501.324359778,5842721.39303833,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.08,0
613502.232112808,5842720.31244361,613501.552352272,5842721.0528229,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.1,0
613502.232112808,5842720.31244361,613501.552352272,5842721.0528229,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.1,0
613502.48572124,5842719.97317548,613501.796258116,5842720.70630193,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.11,0
613502.48572124,5842719.97317548,613501.796258116,5842720.70630193,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.11,0
613502.732161036,5842719.6434973,613502.067159795,5842720.39490939,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.08,0
613502.732161036,5842719.6434973,613502.067159795,5842720.39490939,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.08,0
613503.004051931,5842719.27977156,613502.355771138,5842720.04368246,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.06,0
613503.004051931,5842719.27977156,613502.355771138,5842720.04368246,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.06,0
613503.256513457,5842718.94203772,613502.644781055,5842719.73326914,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613503.256513457,5842718.94203772,613502.644781055,5842719.73326914,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613503.503008337,5842718.61228584,613502.899193641,5842719.40943587,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.01,0
613503.503008337,5842718.61228584,613502.899193641,5842719.40943587,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.01,0
613503.725651511,5842718.31444191,613503.143831673,5842719.12803346,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613503.725651511,5842718.31444191,613503.143831673,5842719.12803346,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613503.987387875,5842717.96430053,613503.410374007,5842718.78148462,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.03,0
613503.987387875,5842717.96430053,613503.410374007,5842718.78148462,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.03,0
613504.236410444,5842717.6311672,613503.6323667,5842718.42814602,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.01,0
613504.236410444,5842717.6311672,613503.6323667,5842718.42814602,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.01,0
613504.485663007,5842717.2977262,613503.853484961,5842718.07367417,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.04,0
613504.485663007,5842717.2977262,613503.853484961,5842718.07367417,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.04,0
613504.740842406,5842716.95635649,613504.069131306,5842717.70275286,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.09,0
613504.740842406,5842716.95635649,613504.069131306,5842717.70275286,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.09,0
613504.889103464,5842716.75801824,613504.170527806,5842717.46938259,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.15,0
613504.889103464,5842716.75801824,613504.170527806,5842717.46938259,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.15,0
613505.149594943,5842716.40954223,613504.439888501,5842717.12753646,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.14,0
613505.149594943,5842716.40954223,613504.439888501,5842717.12753646,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.14,0
613505.422331694,5842716.04468493,613504.739387654,5842716.78268449,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.11,0
613505.422331694,5842716.04468493,613504.739387654,5842716.78268449,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.11,0
613505.691717772,5842715.68431004,613505.046142313,5842716.45024323,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.06,0
613505.691717772,5842715.68431004,613505.046142313,5842716.45024323,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.06,0
613505.691717772,5842715.68431004,613505.046142313,5842716.45024323,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.06,0
613505.943005396,5842715.34814661,613505.326905854,5842716.13611352,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613505.943005396,5842715.34814661,613505.326905854,5842716.13611352,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613506.1839057,5842715.02587895,613505.598760454,5842715.8369847,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.02,0
613506.430322987,5842714.69623088,613505.839887694,5842715.50338223,613489.937977978,5842736.7590896,613507.615761418,5842713.1103945,0.01,-17.6777834399836
613505.988351546,5842712.45555771,613505.839887694,5842715.50338223,613507.615761418,5842713.1103945,613507.506695022,5842713.06650839,2.88,0.109066396020353
613505.430036208,5842715.88104142,613506.125365392,5842715.15134044,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.13,0
613505.430036208,5842715.88104142,613506.125365392,5842715.15134044,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.13,0
613505.678808313,5842715.54387611,613506.271384258,5842714.73836028,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0,0
613505.678808313,5842715.54387611,613506.271384258,5842714.73836028,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0,0
613505.857314772,5842715.3019431,613506.216745624,5842714.32440484,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.29,0
613505.857314772,5842715.3019431,613506.216745624,5842714.32440484,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.29,0
613505.973762891,5842715.14411887,613506.046756867,5842713.95523767,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.65,0
613505.973762891,5842715.14411887,613506.046756867,5842713.95523767,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.65,0
613506.008402377,5842715.09717135,613505.772868449,5842713.68064771,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.03,0
613506.01085413,5842715.09384845,613505.445179421,5842713.43373563,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.44,0
613506.01085413,5842715.09384845,613505.445179421,5842713.43373563,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.44,0
613505.943130456,5842715.18563556,613505.044815765,5842713.28008958,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.85,0
613505.943130456,5842715.18563556,613505.044815765,5842713.28008958,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.85,0
613505.820727725,5842715.35153018,613504.601859617,5842713.20946892,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.25,0
613505.820727725,5842715.35153018,613504.601859617,5842713.20946892,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.25,0
613505.630424386,5842715.60945172,613504.155973604,5842713.27881281,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.57,0
613505.630424386,5842715.60945172,613504.155973604,5842713.27881281,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.57,0
613505.386145535,5842715.94052724,613503.700187866,5842713.45383131,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.83,0
613505.386145535,5842715.94052724,613503.700187866,5842713.45383131,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.83,0
613505.12752712,5842716.29103743,613503.358406957,5842713.74298136,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.94,0
613504.892195238,5842716.60998696,613503.195431386,5842714.11531785,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.85,0
613504.892195238,5842716.60998696,613503.195431386,5842714.11531785,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.85,0
613504.654151694,5842716.93261165,613503.158200746,5842714.58610918,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.6,0
613504.48496016,5842717.16191998,613503.252588511,5842715.00989534,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.27,0
613504.48496016,5842717.16191998,613503.252588511,5842715.00989534,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,2.27,0
613504.351337268,5842717.34302149,613503.410681537,5842715.40623484,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.91,0
613504.351337268,5842717.34302149,613503.410681537,5842715.40623484,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.91,0
613504.27680513,5842717.44403624,613503.688410342,5842715.76715977,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.47,0
613504.27680513,5842717.44403624,613503.688410342,5842715.76715977,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.47,0
613504.230755065,5842717.50644872,613503.943926572,5842716.05207819,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,1.09,0
613504.153317469,5842717.61140128,613504.151880327,5842716.36760226,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.74,0
613504.153317469,5842717.61140128,613504.151880327,5842716.36760226,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.74,0
613504.049068224,5842717.75269216,613504.293228235,5842716.69010312,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.43,0
613504.049068224,5842717.75269216,613504.293228235,5842716.69010312,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.43,0
613503.891602443,5842717.96610836,613504.319429447,5842717.03903512,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.21,0
613503.697485653,5842718.22919834,613504.282648353,5842717.41821276,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.01,0
613503.697485653,5842718.22919834,613504.282648353,5842717.41821276,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.01,0
613503.454020829,5842718.55917059,613504.156590722,5842717.83481206,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.14,0
613503.454020829,5842718.55917059,613504.156590722,5842717.83481206,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.14,0
613503.185498396,5842718.92310387,613503.939212971,5842718.23648164,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.2,0
613503.185498396,5842718.92310387,613503.939212971,5842718.23648164,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.2,0
613502.915144972,5842719.28951873,613503.640930413,5842718.58228942,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.16,0
613502.915144972,5842719.28951873,613503.640930413,5842718.58228942,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.16,0
613502.666405823,5842719.62663937,613503.317448442,5842718.86426225,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.07,0
613502.397031361,5842719.99172742,613502.958434274,5842719.16321106,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.04,0
613502.397031361,5842719.99172742,613502.958434274,5842719.16321106,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.04,0
613502.126689791,5842720.35812621,613502.60048077,5842719.46496677,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.15,0
613502.126689791,5842720.35812621,613502.60048077,5842719.46496677,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.15,0
613501.881642935,5842720.69024262,613502.300535692,5842719.75657739,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.22,0
613501.881642935,5842720.69024262,613502.300535692,5842719.75657739,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.22,0
613501.625039863,5842721.03802138,613502.074984839,5842720.12726754,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613501.367683041,5842721.38682171,613501.891356155,5842720.53046701,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.09,0
613501.367683041,5842721.38682171,613501.891356155,5842720.53046701,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.09,0
613501.136733794,5842721.69983138,613501.777302964,5842720.92972659,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.06,0
613500.898933911,5842722.02212583,613501.635132973,5842721.32258005,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613500.898933911,5842722.02212583,613501.635132973,5842721.32258005,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613500.644132654,5842722.36746256,613501.439781375,5842721.71178077,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.25,0
613500.644132654,5842722.36746256,613501.439781375,5842721.71178077,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.25,0
613500.384879859,5842722.71883253,613501.122879976,5842722.02061563,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613500.384879859,5842722.71883253,613501.122879976,5842722.02061563,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613500.126148983,5842723.06949514,613500.76415606,5842722.29749995,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.06,0
613500.126148983,5842723.06949514,613500.76415606,5842722.29749995,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.06,0
613499.863943129,5842723.42486745,613500.405375959,5842722.58161648,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.06,0
613499.863943129,5842723.42486745,613500.405375959,5842722.58161648,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.06,0
613499.59602073,5842723.7879875,613500.055288631,5842722.88411242,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.17,0
613499.343543124,5842724.13017493,613499.795616782,5842723.2209917,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613499.343543124,5842724.13017493,613499.795616782,5842723.2209917,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.18,0
613499.071381559,5842724.4990404,613499.58393231,5842723.63447924,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.1,0
613499.071381559,5842724.4990404,613499.58393231,5842723.63447924,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.1,0
613498.835008545,5842724.81940099,613499.435299336,5842724.01957744,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.01,0
613498.835008545,5842724.81940099,613499.435299336,5842724.01957744,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.01,0
613498.582458256,5842725.16168694,613499.278471814,5842724.43249092,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.13,0
613498.322924878,5842725.51343719,613499.1107916,5842724.85201358,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.24,0
613498.322924878,5842725.51343719,613499.1107916,5842724.85201358,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.24,0
613498.057567552,5842725.87308075,613498.88659199,5842725.24202471,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.29,0
613498.057567552,5842725.87308075,613498.88659199,5842725.24202471,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.29,0
613497.792065676,5842726.23292021,613498.566180246,5842725.56134979,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.22,0
613497.792065676,5842726.23292021,613498.566180246,5842725.56134979,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.22,0
613497.508034927,5842726.6178722,613498.197716855,5842725.88400448,613507.506695022,5842713.06650839,613489.982608663,5842736.81721772,0.12,0
