AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,ToEndPoint,GVQual
'36,'36,613509.414188362,5842717.06484985,613505.308163091,5842711.39180584,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.6,4
'36,'36,613509.436102324,5842717.0933155,613505.318552907,5842711.42914322,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.436102324,5842717.0933155,613505.318552907,5842711.42914322,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.436102324,5842717.0933155,613505.318552907,5842711.42914322,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.436102324,5842717.0933155,613505.318552907,5842711.42914322,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.462331619,5842717.12738665,613505.340198115,5842711.46674338,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.462331619,5842717.12738665,613505.340198115,5842711.46674338,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.462331619,5842717.12738665,613505.340198115,5842711.46674338,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.462331619,5842717.12738665,613505.340198115,5842711.46674338,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.5,4
'36,'36,613509.484245581,5842717.1558523,613505.350587931,5842711.50408076,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.4,4
'36,'36,613509.484245581,5842717.1558523,613505.350587931,5842711.50408076,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.4,4
'36,'36,613509.484245581,5842717.1558523,613505.350587931,5842711.50408076,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.4,4
'36,'36,613509.484245581,5842717.1558523,613505.350587931,5842711.50408076,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.2,36,0,0,2.4,4
'36,'36,613509.514958857,5842717.19574802,613505.36054496,5842711.55995545,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.4,4
'36,'36,613509.514958857,5842717.19574802,613505.36054496,5842711.55995545,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.4,4
'36,'36,613509.514958857,5842717.19574802,613505.36054496,5842711.55995545,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.4,4
'36,'36,613509.514958857,5842717.19574802,613505.36054496,5842711.55995545,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.4,4
'36,'36,613509.541188152,5842717.22981917,613505.382190167,5842711.59755561,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.3,4
'36,'36,613509.541188152,5842717.22981917,613505.382190167,5842711.59755561,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.3,4
'36,'36,613509.541188152,5842717.22981917,613505.382190167,5842711.59755561,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.3,4
'36,'36,613509.541188152,5842717.22981917,613505.382190167,5842711.59755561,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,36,0,0,2.3,4
'37,'37,613509.563102113,5842717.25828481,613505.392579982,5842711.63489299,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.563102113,5842717.25828481,613505.392579982,5842711.63489299,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.563102113,5842717.25828481,613505.392579982,5842711.63489299,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.589331408,5842717.29235596,613505.414225189,5842711.67249315,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.589331408,5842717.29235596,613505.414225189,5842711.67249315,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.589331408,5842717.29235596,613505.414225189,5842711.67249315,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.589331408,5842717.29235596,613505.414225189,5842711.67249315,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.3,4
'37,'37,613509.61124537,5842717.32082161,613505.424615004,5842711.70983053,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.61124537,5842717.32082161,613505.424615004,5842711.70983053,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.61124537,5842717.32082161,613505.424615004,5842711.70983053,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.61124537,5842717.32082161,613505.424615004,5842711.70983053,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.624360016,5842717.33785719,613505.435437607,5842711.72863061,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.624360016,5842717.33785719,613505.435437607,5842711.72863061,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.624360016,5842717.33785719,613505.435437607,5842711.72863061,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.624360016,5842717.33785719,613505.435437607,5842711.72863061,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.646273978,5842717.36632283,613505.445827422,5842711.76596799,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.646273978,5842717.36632283,613505.445827422,5842711.76596799,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.646273978,5842717.36632283,613505.445827422,5842711.76596799,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.646273978,5842717.36632283,613505.445827422,5842711.76596799,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.2,4
'37,'37,613509.668187938,5842717.39478848,613505.456217237,5842711.80330538,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.668187938,5842717.39478848,613505.456217237,5842711.80330538,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.668187938,5842717.39478848,613505.456217237,5842711.80330538,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.668187938,5842717.39478848,613505.456217237,5842711.80330538,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.6901019,5842717.42325413,613505.466607051,5842711.84064276,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.6901019,5842717.42325413,613505.466607051,5842711.84064276,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.6901019,5842717.42325413,613505.466607051,5842711.84064276,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.6901019,5842717.42325413,613505.466607051,5842711.84064276,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2.1,4
'37,'37,613509.716331194,5842717.45732528,613505.488252256,5842711.87824292,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2,4
'37,'37,613509.716331194,5842717.45732528,613505.488252256,5842711.87824292,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2,4
'37,'37,613509.716331194,5842717.45732528,613505.488252256,5842711.87824292,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2,4
'37,'37,613509.716331194,5842717.45732528,613505.488252256,5842711.87824292,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0.1,37,0,0,2,4
'37,'37,613509.74256049,5842717.49139643,613505.509897461,5842711.91584308,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0,37,0,0,2,4
'37,'37,613509.74256049,5842717.49139643,613505.509897461,5842711.91584308,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0,37,0,0,2,4
'37,'37,613509.74256049,5842717.49139643,613505.509897461,5842711.91584308,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0,37,0,0,2,4
'37,'37,613509.74256049,5842717.49139643,613505.509897461,5842711.91584308,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0,37,0,0,2,4
'37,'37,613509.768789784,5842717.52546757,613505.531542665,5842711.95344324,613501.258370928,5842706.47066209,613506.743238,5842713.59535708,0,37,0,0,1.9,4
'93,'93,613512.78405556,5842711.51584951,613505.531542665,5842711.95344324,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,93,0,0,3.3,4
'93,'93,613512.78405556,5842711.51584951,613505.531542665,5842711.95344324,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,93,0,0,3.3,4
'93,'93,613512.78405556,5842711.51584951,613505.531542665,5842711.95344324,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,93,0,0,3.3,4
'94,'94,613512.781853234,5842711.51660765,613505.541932478,5842711.99078062,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.781853234,5842711.51660765,613505.541932478,5842711.99078062,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.781853234,5842711.51660765,613505.541932478,5842711.99078062,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.781853234,5842711.51660765,613505.541932478,5842711.99078062,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.785743085,5842711.5152686,613505.55275508,5842712.0095807,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.785743085,5842711.5152686,613505.55275508,5842712.0095807,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.785743085,5842711.5152686,613505.55275508,5842712.0095807,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.785743085,5842711.5152686,613505.55275508,5842712.0095807,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.9,94,0,0,3.3,4
'94,'94,613512.787430609,5842711.51468768,613505.573967495,5842712.06571817,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,94,0,0,3.3,4
'94,'94,613512.787430609,5842711.51468768,613505.573967495,5842712.06571817,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,94,0,0,3.3,4
'94,'94,613512.787430609,5842711.51468768,613505.573967495,5842712.06571817,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,94,0,0,3.3,4
'95,'95,613512.795210311,5842711.51200957,613505.595612698,5842712.10331833,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.795210311,5842711.51200957,613505.595612698,5842712.10331833,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.795210311,5842711.51200957,613505.595612698,5842712.10331833,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.795210311,5842711.51200957,613505.595612698,5842712.10331833,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.82904625,5842711.5003618,613505.64020147,5842712.12290675,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.82904625,5842711.5003618,613505.64020147,5842712.12290675,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.82904625,5842711.5003618,613505.64020147,5842712.12290675,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.82904625,5842711.5003618,613505.64020147,5842712.12290675,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.8,95,0,0,3.3,4
'95,'95,613512.852900161,5842711.49215026,613505.673534852,5842712.14223238,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.852900161,5842711.49215026,613505.673534852,5842712.14223238,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.852900161,5842711.49215026,613505.673534852,5842712.14223238,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.852900161,5842711.49215026,613505.673534852,5842712.14223238,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.87675407,5842711.48393873,613505.706868233,5842712.16155802,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.87675407,5842711.48393873,613505.706868233,5842712.16155802,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.87675407,5842711.48393873,613505.706868233,5842712.16155802,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'95,'95,613512.87675407,5842711.48393873,613505.706868233,5842712.16155802,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,95,0,0,3.3,4
'96,'96,613512.89062595,5842711.47916343,613505.728946224,5842712.18062088,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,96,0,0,3.3,4
'96,'96,613512.89062595,5842711.47916343,613505.728946224,5842712.18062088,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,96,0,0,3.3,4
'96,'96,613512.89062595,5842711.47916343,613505.728946224,5842712.18062088,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,96,0,0,3.3,4
'96,'96,613512.89062595,5842711.47916343,613505.728946224,5842712.18062088,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.7,96,0,0,3.3,4
'96,'96,613512.924461887,5842711.46751566,613505.773534995,5842712.2002093,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.3,4
'96,'96,613512.924461887,5842711.46751566,613505.773534995,5842712.2002093,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.3,4
'96,'96,613512.924461887,5842711.46751566,613505.773534995,5842712.2002093,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.3,4
'96,'96,613512.924461887,5842711.46751566,613505.773534995,5842712.2002093,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.3,4
'96,'96,613512.974372033,5842711.45033445,613505.829811945,5842712.2015232,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613512.974372033,5842711.45033445,613505.829811945,5842712.2015232,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613512.974372033,5842711.45033445,613505.829811945,5842712.2015232,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613512.974372033,5842711.45033445,613505.829811945,5842712.2015232,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613513.008207971,5842711.43868667,613505.874400716,5842712.22111161,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613513.008207971,5842711.43868667,613505.874400716,5842712.22111161,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613513.008207971,5842711.43868667,613505.874400716,5842712.22111161,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
'96,'96,613513.008207971,5842711.43868667,613505.874400716,5842712.22111161,613506.743238,5842713.59535708,613509.922013046,5842712.50108686,1.6,96,0,0,3.2,4
